entity_id,name,primary_asset_class,secondary_asset_classes,entity_type,website,active_status,source_tier,geography,sector_focus,capital_model,instrument_types,target_company_profile,non_unicorn_thesis,ecosystem_role,fit_score,evidence_status,last_verified_at,notes
alley-street,Alley & Street,Search/ETA,Unknown Candidate,micro private equity firm,https://www.alleyandstreet.com,unknown,public_web,Unknown,Unknown,Unknown,unknown,micro private equity firm,candidate supports industry mapping outside or adjacent to classic unicorn VC,micro private equity firm,62,candidate_evidence,2026-05-23,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
soft-equities,Soft Equities,Portfolio Capital,Unknown Candidate,capital provider / fund / acquirer / platform,https://softequities.com,unknown,public_web,Unknown,Unknown,Unknown,unknown,capital provider / fund / acquirer / platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,capital provider / fund / acquirer / platform,62,candidate_evidence,2026-05-24,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
river-saas-capital,River Saas Capital,SMV,Unknown Candidate,capital provider / fund / acquirer / platform,https://www.riversaascapital.com,unknown,public_web,Unknown,Unknown,Unknown,unknown,capital provider / fund / acquirer / platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,capital provider / fund / acquirer / platform,62,candidate_evidence,2026-05-24,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
saas-growth-ventures,SaaS Growth Ventures,LMV,Unknown Candidate,capital provider / fund / acquirer / platform,https://saasgrowthventures.com,unknown,public_web,Unknown,Unknown,Unknown,unknown,capital provider / fund / acquirer / platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,capital provider / fund / acquirer / platform,62,candidate_evidence,2026-05-24,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
golden-section,Golden Section,SMV,Unknown Candidate,growth equity firm,https://www.goldensection.com,unknown,public_web,Unknown,Unknown,Unknown,unknown,growth equity firm,candidate supports industry mapping outside or adjacent to classic unicorn VC,growth equity firm,62,candidate_evidence,2026-05-24,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
evergreen-evergreensg-com,Evergreen (evergreensg.com),Portfolio Capital,Unknown Candidate,permanent home for businesses,https://www.evergreensg.com/,active,public_web,Unknown,Unknown,Unknown,unknown,permanent home for businesses,candidate supports industry mapping outside or adjacent to classic unicorn VC,permanent home for businesses,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
springwater,Springwater,Portfolio Capital,Unknown Candidate,capital provider / fund / acquirer / platform,https://springwater.tech,unknown,public_web,Unknown,Unknown,Unknown,unknown,capital provider / fund / acquirer / platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,capital provider / fund / acquirer / platform,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
sundance-growth,Sundance Growth,SMV,Unknown Candidate,growth equity firm,https://www.sundancegrowth.com,unknown,public_web,Unknown,Unknown,Unknown,unknown,growth equity firm,candidate supports industry mapping outside or adjacent to classic unicorn VC,growth equity firm,62,candidate_evidence,2026-05-28,"Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01 FLAG] suggested UVC but weak/thin evidence — kept+flagged not removed; Self-describes as 'Growth Equity' targeting bootstrapped B2B SaaS - this is classic growth-stage VC/PE, not SMV (non-dilutive); should flag as UVC-adjacent or growth equity which is closer to UVC than SMV/Patient."
uk-sovereign-ai-fund,UK Sovereign AI Fund,Sovereign Capital,Unknown Candidate,sovereign or public strategic capital provider,https://sovereignai.gov.uk,unknown,public_web,Unknown,Unknown,Unknown,unknown,sovereign or public strategic capital provider,candidate supports industry mapping outside or adjacent to classic unicorn VC,sovereign or public strategic capital provider,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
upliift,Upliift,Portfolio Capital,Unknown Candidate,permanent-equity acquirer,https://upliift.com/,active,public_web,Unknown,Unknown,Unknown,unknown,permanent-equity acquirer,candidate supports industry mapping outside or adjacent to classic unicorn VC,permanent-equity acquirer,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
meritholdings,Meritholdings,Patient Capital,Unknown Candidate,holding company,https://www.meritholdings.com,unknown,public_web,Unknown,Unknown,Unknown,unknown,holding company,candidate supports industry mapping outside or adjacent to classic unicorn VC,holding company,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass Portfolio Capital->Patient Capital: Self-named 'holding company' acquiring software companies forever - sits between Portfolio Capital (holdco roll-up) and Patient Capital (permanent equity); permanent-hold + single-vertical software framing leans Patient Capital.
mosaic,Mosaic,Portfolio Capital,Unknown Candidate,capital provider / fund / acquirer / platform,https://www.mosaicsoftwaregroup.com,unknown,public_web,Unknown,Unknown,Unknown,unknown,capital provider / fund / acquirer / platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,capital provider / fund / acquirer / platform,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
office-of-strategic-capital-osc,Office of Strategic Capital (OSC),Sovereign Capital,Unknown Candidate,sovereign or public strategic capital provider,https://www.cto.mil/osc,unknown,public_web,Unknown,Unknown,Unknown,unknown,sovereign or public strategic capital provider,candidate supports industry mapping outside or adjacent to classic unicorn VC,sovereign or public strategic capital provider,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. [needs_review 2026-06-01: official page unfetchable (403/500/JS); tech retained on 3rd-party evidence]
float-finance,Float Finance,SMV,Unknown Candidate,non-dilutive capital,https://www.floatfinance.com/,active,public_web,Unknown,Unknown,Unknown,unknown,non-dilutive capital,candidate supports industry mapping outside or adjacent to classic unicorn VC,non-dilutive capital,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
re-cap,Re:cap,SMV,Unknown Candidate,recurring-revenue financing,https://re-cap.com/,active,public_web,Unknown,Unknown,Unknown,unknown,recurring-revenue financing,candidate supports industry mapping outside or adjacent to classic unicorn VC,recurring-revenue financing,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
nobody-studios,Nobody Studios,Venture Studio,Unknown Candidate,high-volume venture studio,https://nobodystudios.com/,active,public_web,Unknown,Unknown,Unknown,unknown,high-volume venture studio,candidate supports industry mapping outside or adjacent to classic unicorn VC,high-volume venture studio,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
wildfront,Wildfront,Portfolio Capital,Unknown Candidate,bootstrapped SaaS acquirer,https://wildfront.co/,active,public_web,Unknown,Unknown,Unknown,unknown,bootstrapped SaaS acquirer,candidate supports industry mapping outside or adjacent to classic unicorn VC,bootstrapped SaaS acquirer,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
itrinity,itrinity,Portfolio Capital,Unknown Candidate,European SaaS acquirer,https://www.itrinity.com/,active,public_web,Unknown,Unknown,Unknown,unknown,European SaaS acquirer,candidate supports industry mapping outside or adjacent to classic unicorn VC,European SaaS acquirer,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
asseco-group,Asseco Group,Portfolio Capital,Unknown Candidate,European software federation,https://www.asseco.com/,active,public_web,Unknown,Unknown,Unknown,unknown,European software federation,candidate supports industry mapping outside or adjacent to classic unicorn VC,European software federation,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
bending-spoons,Bending Spoons,Portfolio Capital,Unknown Candidate,acquire-and-hold software operator,https://bendingspoons.com/,active,public_web,Unknown,Unknown,Unknown,unknown,acquire-and-hold software operator,candidate supports industry mapping outside or adjacent to classic unicorn VC,acquire-and-hold software operator,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
forum-ventures,Forum Ventures,LMV,Unknown Candidate,early-stage B2B accelerator,https://www.forumvc.com/,active,public_web,Unknown,Unknown,Unknown,unknown,early-stage B2B accelerator,candidate supports industry mapping outside or adjacent to classic unicorn VC,early-stage B2B accelerator,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
south-park-commons,South Park Commons,LMV,Unknown Candidate,founder community + fund,https://www.southparkcommons.com/,active,public_web,Unknown,Unknown,Unknown,unknown,founder community + fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,founder community + fund,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
sovereign-tech-fund,Sovereign Tech Fund,Sovereign Capital,Unknown Candidate,German public open-source fund,https://www.sovereign.tech/,active,public_web,Unknown,Unknown,Unknown,unknown,German public open-source fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,German public open-source fund,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
andromeda,Andromeda,Portfolio Capital,Unknown Candidate,capital provider / fund / acquirer / platform,https://www.csiandromeda.com,unknown,public_web,Unknown,Unknown,Unknown,unknown,capital provider / fund / acquirer / platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,capital provider / fund / acquirer / platform,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
atlasview-equity,Atlasview Equity,Portfolio Capital,Unknown Candidate,micro PE acquirer,https://www.atlasviewequity.com/,active,public_web,Unknown,Unknown,Unknown,unknown,micro PE acquirer,candidate supports industry mapping outside or adjacent to classic unicorn VC,micro PE acquirer,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
founder-institute,Founder Institute,LMV,Unknown Candidate,capital provider / fund / acquirer / platform,https://fi.co,unknown,public_web,Unknown,Unknown,Unknown,unknown,capital provider / fund / acquirer / platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,capital provider / fund / acquirer / platform,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
vela-software-group,Vela Software Group,Portfolio Capital,Unknown Candidate,vertical software holding company,https://velasoftwaregroup.com/,active,public_web,Unknown,Unknown,Unknown,unknown,vertical software holding company,candidate supports industry mapping outside or adjacent to classic unicorn VC,vertical software holding company,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
fika-ventures,Fika Ventures,LMV,Unknown Candidate,B2B seed fund,https://fika.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,B2B seed fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,B2B seed fund,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
founder-collective,Founder Collective,LMV,Unknown Candidate,founder-led seed fund,https://foundercollective.com/,active,public_web,Unknown,Unknown,Unknown,unknown,founder-led seed fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,founder-led seed fund,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
homebrew,Homebrew,Patient Capital,Unknown Candidate,operator-led seed,https://homebrew.co/,active,public_web,Unknown,Unknown,Unknown,unknown,operator-led seed,candidate supports industry mapping outside or adjacent to classic unicorn VC,operator-led seed,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
marlin-equity-partners,Marlin Equity Partners,Portfolio Capital,Unknown Candidate,software PE acquirer,https://www.marlinequity.com/,active,public_web,Unknown,Unknown,Unknown,unknown,software PE acquirer,candidate supports industry mapping outside or adjacent to classic unicorn VC,software PE acquirer,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
wefunder,"Wefunder,  ...",SMV,Unknown Candidate,LMV capital provider / indie fund / AI-native micro venture platform,https://wefunder.com/calmfund,unknown,public_web,Unknown,Unknown,Unknown,unknown,LMV capital provider / indie fund / AI-native micro venture platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,LMV capital provider / indie fund / AI-native micro venture platform,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use. | [A+ 2026-06-01] reclass LMV->SMV: SEAL is a revenue/shared-earnings non-dilutive instrument explicitly contrasted with VC — textbook SMV; though the small fund size and indie ethos also fit LMV.
prime-coalition,Prime Coalition,Patient Capital,Unknown Candidate,climate philanthropic investor,https://www.primecoalition.org/,active,public_web,Unknown,Unknown,Unknown,unknown,climate philanthropic investor,candidate supports industry mapping outside or adjacent to classic unicorn VC,climate philanthropic investor,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
solen-software-group,Solen Software Group,Portfolio Capital,Unknown Candidate,capital provider / fund / acquirer / platform,https://www.solensoftwaregroup.com,unknown,public_web,Unknown,Unknown,Unknown,unknown,capital provider / fund / acquirer / platform,candidate supports industry mapping outside or adjacent to classic unicorn VC,capital provider / fund / acquirer / platform,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
hyperplane-venture-capital,Hyperplane Venture Capital,LMV,Unknown Candidate,AI-native seed fund,https://www.hyperplane.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,AI-native seed fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,AI-native seed fund,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
calm-storm-ventures,Calm/Storm Ventures,LMV,Unknown Candidate,European HealthTech seed,https://calmstorm.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,European HealthTech seed,candidate supports industry mapping outside or adjacent to classic unicorn VC,European HealthTech seed,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
revtek-capital,RevTek Capital,SMV,Unknown Candidate,growth credit for SaaS,https://revtekcapital.com/,active,public_web,Unknown,Unknown,Unknown,unknown,growth credit for SaaS,candidate supports industry mapping outside or adjacent to classic unicorn VC,growth credit for SaaS,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
trilogy-software,Trilogy Software,Portfolio Capital,Unknown Candidate,permanent software holdco,https://www.trilogy.com/,active,public_web,Unknown,Unknown,Unknown,unknown,permanent software holdco,candidate supports industry mapping outside or adjacent to classic unicorn VC,permanent software holdco,62,candidate_evidence,2026-05-28,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
impro-ventures,Impro Ventures,LMV,LMV,alternative-investments + acquisitions operator-investor,https://impro.ventures/,active,public_web,Barcelona / Miami / Berlin (global),tech-enabled / multi-sector,direct alternative investments + acquisitions,equity; acquisition,companies across multiple industries (early-stage to established),Long-horizon alternative investments and acquisitions across many industries by an operator-investor team with institutional asset-management background.,alternative capital provider / acquirer,60,candidate_evidence,2026-05-29,Manually added 2026-05-29 (referral via Ethan). [needs_review 2026-06-01: official page unfetchable (403/500/JS); tech retained on 3rd-party evidence]
startup-ignition,Startup Ignition,LMV,LMV,startup accelerator / founder program,https://www.startupignition.com/,active,public_web,United States,tech-enabled / multi-sector,accelerator program + founder investment,program; equity,early-stage founders building startups,"Helps founders validate, build and scale real startups via an accelerator/bootcamp + investment program.",accelerator / founder program,60,candidate_evidence,2026-05-29,Manually added 2026-05-29 (referral via Ethan). Homepage scores UVC; placed in LMV (accelerator) pending classification review. FLAGGED FOR REVIEW.
aegis-ventures,Aegis Ventures,Venture Studio,Unknown Candidate,healthtech venture studio,https://aegisventures.com,active,public_web,Unknown,Unknown,Unknown,unknown,healthtech venture studio,candidate supports industry mapping outside or adjacent to classic unicorn VC,healthtech venture studio,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
bow-river-capital,Bow River Capital,Portfolio Capital,Unknown Candidate,software growth equity fund,https://www.bowrivercapital.com/software-growth-equity,active,public_web,Unknown,Unknown,Unknown,unknown,software growth equity fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,software growth equity fund,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
efficient-capital-labs,Efficient Capital Labs,SMV,Unknown Candidate,non-dilutive ARR-based capital provider for SaaS companies,https://www.ecaplabs.com,active,public_web,Unknown,Unknown,Unknown,unknown,non-dilutive ARR-based capital provider for SaaS companies,candidate supports industry mapping outside or adjacent to classic unicorn VC,non-dilutive ARR-based capital provider for SaaS companies,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
recurring-capital-partners,Recurring Capital Partners,SMV,Unknown Candidate,growth debt lender for SaaS,https://recurring.capital/,active,public_web,Unknown,Unknown,Unknown,unknown,growth debt lender for SaaS,candidate supports industry mapping outside or adjacent to classic unicorn VC,growth debt lender for SaaS,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
remote-first-capital,Remote First Capital,LMV,Unknown Candidate,solo operator-investor first-check fund,https://www.remotefirstcapital.com/,active,public_web,Unknown,Unknown,Unknown,unknown,solo operator-investor first-check fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,solo operator-investor first-check fund,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
spectrum-equity,Spectrum Equity,SMV,Unknown Candidate,growth equity firm for recurring-revenue software,https://www.spectrumequity.com/,active,public_web,Unknown,Unknown,Unknown,unknown,growth equity firm for recurring-revenue software,candidate supports industry mapping outside or adjacent to classic unicorn VC,growth equity firm for recurring-revenue software,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
vesta-software-group,Vesta Software Group,Portfolio Capital,Unknown Candidate,buy-and-hold software holding company,https://www.vestasoftwaregroup.com/,active,public_web,Unknown,Unknown,Unknown,unknown,buy-and-hold software holding company,candidate supports industry mapping outside or adjacent to classic unicorn VC,buy-and-hold software holding company,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
vibe-capital,Vibe Capital,LMV,Unknown Candidate,solo-GP operator-investor fund,https://vibe.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,solo-GP operator-investor fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,solo-GP operator-investor fund,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
visible-hands-vhnyc-fellowship,Visible Hands (VHNYC Fellowship),LMV,Unknown Candidate,non-dilutive fellowship grant for overlooked founders,https://www.visiblehands.vc/program-vhnyc,active,public_web,Unknown,Unknown,Unknown,unknown,non-dilutive fellowship grant for overlooked founders,candidate supports industry mapping outside or adjacent to classic unicorn VC,non-dilutive fellowship grant for overlooked founders,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
vistara-growth,Vistara Growth,SMV,Unknown Candidate,growth debt provider for technology companies,https://vistaragrowth.com/,active,public_web,Unknown,Unknown,Unknown,unknown,growth debt provider for technology companies,candidate supports industry mapping outside or adjacent to classic unicorn VC,growth debt provider for technology companies,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
volition-capital,Volition Capital,SMV,Unknown Candidate,growth equity firm for capital-efficient founders,https://www.volitioncapital.com/,active,public_web,Unknown,Unknown,Unknown,unknown,growth equity firm for capital-efficient founders,candidate supports industry mapping outside or adjacent to classic unicorn VC,growth equity firm for capital-efficient founders,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
alleyway-capital,Alleyway Capital,Portfolio Capital,Unknown Candidate,micro-SaaS buy-and-hold acquirer (controlling stakes),https://www.alleywaycapital.com/,active,public_web,Unknown,Unknown,Unknown,unknown,micro-SaaS buy-and-hold acquirer (controlling stakes),candidate supports industry mapping outside or adjacent to classic unicorn VC,micro-SaaS buy-and-hold acquirer (controlling stakes),62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
beacon-software,Beacon Software,Portfolio Capital,Unknown Candidate,buy-and-hold software acquirer (anti-PE holdco),https://beaconsoftware.com/,active,public_web,Unknown,Unknown,Unknown,unknown,buy-and-hold software acquirer (anti-PE holdco),candidate supports industry mapping outside or adjacent to classic unicorn VC,buy-and-hold software acquirer (anti-PE holdco),62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
big-band-software,Big Band Software,Portfolio Capital,Unknown Candidate,buy-and-hold B2B SaaS holding company,https://www.bigbandsoftware.com/,active,public_web,Unknown,Unknown,Unknown,unknown,buy-and-hold B2B SaaS holding company,candidate supports industry mapping outside or adjacent to classic unicorn VC,buy-and-hold B2B SaaS holding company,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
blenheim-chalcot,Blenheim Chalcot,Venture Studio,Unknown Candidate,venture builder that originates and scales operating companies,https://blenheimchalcot.com/,active,public_web,Unknown,Unknown,Unknown,unknown,venture builder that originates and scales operating companies,candidate supports industry mapping outside or adjacent to classic unicorn VC,venture builder that originates and scales operating companies,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
cake-ventures,Cake Ventures,LMV,Unknown Candidate,solo-GP pre-seed/seed fund,https://cake.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,solo-GP pre-seed/seed fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,solo-GP pre-seed/seed fund,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
coho-growth-capital,Coho Growth Capital,SMV,Unknown Candidate,growth debt lender for software companies,https://cohogrowth.com/,active,public_web,Unknown,Unknown,Unknown,unknown,growth debt lender for software companies,candidate supports industry mapping outside or adjacent to classic unicorn VC,growth debt lender for software companies,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
define-capital,Define Capital,Portfolio Capital,Unknown Candidate,permanent-capital software acquirer / holdco,https://definecapital.ca/,active,public_web,Unknown,Unknown,Unknown,unknown,permanent-capital software acquirer / holdco,candidate supports industry mapping outside or adjacent to classic unicorn VC,permanent-capital software acquirer / holdco,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
diagram,Diagram,Venture Studio,Unknown Candidate,venture builder / studio creating fintech and climatetech companies,https://diagram.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,venture builder / studio creating fintech and climatetech companies,candidate supports industry mapping outside or adjacent to classic unicorn VC,venture builder / studio creating fintech and climatetech companies,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
exa-capital,Exa Capital,Portfolio Capital,Unknown Candidate,buy-and-hold-forever software holdco,https://exacapital.co/,active,public_web,Unknown,Unknown,Unknown,unknown,buy-and-hold-forever software holdco,candidate supports industry mapping outside or adjacent to classic unicorn VC,buy-and-hold-forever software holdco,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
faith-driven-vc,Faith Driven VC,LMV,Unknown Candidate,faith-driven venture investor,https://faithdriven.vc/,active,public_web,Unknown,Unknown,Unknown,unknown,faith-driven venture investor,candidate supports industry mapping outside or adjacent to classic unicorn VC,faith-driven venture investor,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
fullsteam,Fullsteam,Portfolio Capital,Unknown Candidate,vertical software acquire-and-hold holding company,https://www.fullsteam.com/,active,public_web,Unknown,Unknown,Unknown,unknown,vertical software acquire-and-hold holding company,candidate supports industry mapping outside or adjacent to classic unicorn VC,vertical software acquire-and-hold holding company,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
hashed-health,Hashed Health,Venture Studio,Unknown Candidate,healthcare venture studio focused on company creation,https://www.hashedhealth.com/,active,public_web,Unknown,Unknown,Unknown,unknown,healthcare venture studio focused on company creation,candidate supports industry mapping outside or adjacent to classic unicorn VC,healthcare venture studio focused on company creation,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
hawk-infinity-software,Hawk Infinity Software,Portfolio Capital,Unknown Candidate,Nordic niche B2B software serial acquirer / holdco,https://hawkinfinity.com/,active,public_web,Unknown,Unknown,Unknown,unknown,Nordic niche B2B software serial acquirer / holdco,candidate supports industry mapping outside or adjacent to classic unicorn VC,Nordic niche B2B software serial acquirer / holdco,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
invictus-growth-partners,Invictus Growth Partners,Portfolio Capital,Unknown Candidate,B2B software growth equity / acquirer,https://www.invictusgrowth.com/,active,public_web,Unknown,Unknown,Unknown,unknown,B2B software growth equity / acquirer,candidate supports industry mapping outside or adjacent to classic unicorn VC,B2B software growth equity / acquirer,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
llr-partners,LLR Partners,Portfolio Capital,Unknown Candidate,lower middle market software/tech-enabled private equity firm,https://www.llrpartners.com/,active,public_web,Unknown,Unknown,Unknown,unknown,lower middle market software/tech-enabled private equity firm,candidate supports industry mapping outside or adjacent to classic unicorn VC,lower middle market software/tech-enabled private equity firm,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
leo-software-group,Leo Software Group,Portfolio Capital,Unknown Candidate,buy-and-hold-forever software acquirer / holdco,https://www.leosoftwaregroup.com/,active,public_web,Unknown,Unknown,Unknown,unknown,buy-and-hold-forever software acquirer / holdco,candidate supports industry mapping outside or adjacent to classic unicorn VC,buy-and-hold-forever software acquirer / holdco,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
maple-vc,Maple VC,LMV,Unknown Candidate,solo-GP operator-investor fund,https://maplevc.com/,active,public_web,Unknown,Unknown,Unknown,unknown,solo-GP operator-investor fund,candidate supports industry mapping outside or adjacent to classic unicorn VC,solo-GP operator-investor fund,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
multiplier-capital,Multiplier Capital,SMV,Unknown Candidate,growth financing / term loan lender,https://www.multipliercapital.com/,active,public_web,Unknown,Unknown,Unknown,unknown,growth financing / term loan lender,candidate supports industry mapping outside or adjacent to classic unicorn VC,growth financing / term loan lender,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
pyxis-software-group,PYXiS Software Group,Portfolio Capital,Unknown Candidate,vertical market software buy-and-hold acquirer (Jonas/Constellation operating group),https://www.pyxissoftware.com/,active,public_web,Unknown,Unknown,Unknown,unknown,vertical market software buy-and-hold acquirer (Jonas/Constellation operating group),candidate supports industry mapping outside or adjacent to classic unicorn VC,vertical market software buy-and-hold acquirer (Jonas/Constellation operating group),62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
partners-for-growth,Partners for Growth,SMV,Unknown Candidate,growth debt lender for tech companies,https://www.pfgrowth.com/,active,public_web,Unknown,Unknown,Unknown,unknown,growth debt lender for tech companies,candidate supports industry mapping outside or adjacent to classic unicorn VC,growth debt lender for tech companies,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
penntech-holdings,PennTech Holdings,Portfolio Capital,Unknown Candidate,long-term-hold B2B software holding company,https://www.penn-tech.com/,active,public_web,Unknown,Unknown,Unknown,unknown,long-term-hold B2B software holding company,candidate supports industry mapping outside or adjacent to classic unicorn VC,long-term-hold B2B software holding company,62,candidate_evidence,2026-05-29,Promoted from entity_intake_queue by intake verification agent; human review required before paper use.
