fund_id,name,niche,admitted_via,self_id_quote,evidence_url,hand_verified,status,discovered_round,notes,target_economy
upsidedown-vc,UpsideDown VC,income-based F&F-seed fund (UK) [IN-DISGUISE],in_disguise,"Freedom to pursue either venture-scale growth or build a profitable smaller business, without pressure to fit a single mould.",https://www.upsidedown.vc/,YES,verified,batch6-disguise,"IN-DISGUISE (Tier 2, S3 revenue-first instrument + explicit critique of unicorn-only VC). Hand-verified on Exa raw markdown of upsidedown.vc. Signal: 'Venture capital increasingly only invests into businesses who fulfil the £1 Billion unicorn growth model. But there are plenty of phenomenal businesses... who do not fit that mould'; funds Friends&Family-Seed via CFEA (Convertible Future Earnings Agreement - income-based, capped repayment, retain 100% ownership). NOT strict: explicitly keeps BOTH paths ('we do not ignore thoroughbreds when hunting for unicorns') - does not reject the unicorn model for itself. Allocator: equity + beatable debt into early founders. In-disguise.",mixed
permanent-corp,Permanent Corp,permanent-capital B2B holdco (US),self_id,"Permanent Corporation acquire profitable, niche B2B businesses and never sells.",https://permanentcorp.com/,YES,verified,batch7,"Hand-verified on Exa raw markdown of permanentcorp.com. Permanent-capital holdco, 140+ companies. Explicit no-sell self-ID: headline 'acquire profitable, niche B2B businesses and never sells'; 'We are a long-term owner, not a fund with an exit deadline'; 'sustainable growth, not short-term financial engineering.' Allocator: acquires niche B2B businesses. Strict self_id. [HOLDCO archetype]",mixed
heqs-investments,HEQS Investments,permanent-capital holdco (Australia),self_id,"We invest from our own balance sheet, not a fund with a five-year clock. There is no exit window and no pressure to flip.",https://www.heqs.com.au/investments,YES,verified,batch7,"Hand-verified on Exa raw markdown of heqs.com.au/investments. Explicit no-flip self-ID: 'backs the existing team and never plans to sell'; 'Permanent. We are not a fund'; table Hold Period Permanent vs PE 5-7yr exit. Australian operator (8 businesses, $100M+ portfolio; furniture/logistics/agri/IT); models itself on Constellation + Washington H. Soul Pattinson. Allocator: acquires Australian SMBs ($5-30M revenue). Strict self_id. [HOLDCO archetype]",mixed
teixo,Teixo,permanent-hold SMB holdco (Portugal),self_id,We buy good Portuguese businesses and hold them indefinitely. No fund cycle. No forced exit. No financial engineering.,https://teixo.co/,YES,verified,batch7,"Hand-verified on Exa raw markdown of teixo.co. Explicit no-forced-exit self-ID: 'acquires and stewards SMB Portuguese businesses for the long term - without fund cycles, without forced exits'; 'We treat each business as an inheritance, not an asset... we should never have to leave.' Founder Pedro Teixeira Duarte. Allocator: acquires Portuguese SMBs. Strict self_id. [HOLDCO archetype; early-stage Portugal holdco]",mixed
gsg-genii,GSG GENII,permanent-home software holdco (Europe/DACH),self_id,"Unlike traditional private equity investors, we think long-term. We do not buy to sell on - and we do not build for the exit. Instead, we provide a permanent home for companies that want to grow sustainably.",https://gsg-genii.com/en/,YES,verified,batch7,"Hand-verified on Exa raw markdown of gsg-genii.com. Explicit no-sell/no-exit self-ID. Financial holding company acquiring industry-specific 'hidden champion' software across DACH/Benelux/Scandinavia/France/Italy/UK; ~EUR500m revenues, 3000+ employees, 5-10 acquisitions/yr, 2/3 founder-led. Allocator: acquires software companies. Strict self_id. [HOLDCO archetype]",tech
solen-software-group,Solen Software Group,permanent-capital software holdco,self_id,"As a holding company with an indefinite time horizon, we have no intention of selling your business. When we invest in a company, we go 'all in' for the long haul.",https://www.solensoftwaregroup.com/why-solen,YES,verified,batch7,Hand-verified on Exa raw markdown of solensoftwaregroup.com/why-solen. Explicit no-sell self-ID: 'We are not pressured by exit timelines as we are a permanent capital acquisition vehicle'; 'no intention of selling your business.' Allocator: acquires vertical SaaS/software businesses. Strict self_id. [HOLDCO archetype],tech
kastellet-holdings,Kastellet Holdings,permanent-capital middle-market holdco (US/Denmark),self_id,Private equity buys companies to sell them again in three to seven years... Kastellet is different. Our capital is permanent.,https://www.kastholdings.com/,YES,verified,batch7,"Hand-verified on Exa raw markdown of kastholdings.com. Explicit anti-PE-exit self-ID: comparison table Hold Period Permanent vs PE '3-7 year exit'; 'Our capital is permanent.' Miami/Copenhagen-branded ($1-15M EBITDA, niche market leaders). Part of Volta Global (permanent-capital vehicle; disclosed parent). Allocator: acquires middle-market businesses. Strict self_id. [HOLDCO archetype]",mixed
exa-capital,Exa Capital,permanent-capital enterprise-software holdco,self_id,"Without pressure to sell portfolio companies, we make decisions that build value over decades, not just quarters.",https://exacapital.co/our-private-equity-acquisition-approach/,YES,verified,batch7,"Hand-verified on Exa raw markdown of exacapital.co. Explicit hold-forever self-ID: 'intention of keeping them forever'; 'Without pressure to sell portfolio companies, we make decisions that build value over decades'; founder testimonials cite 'buy and hold forever model.' Allocator: acquires enterprise software companies. Strict self_id. [HOLDCO archetype] (NOTE: exacapital.co - distinct from the Exa search tool) [QUOTE UPGRADED 2026-06-03 to on-page name-and-reject; also 'Without the pressure of a fixed investment horizon.']",tech
perpetuity-project,The Perpetuity Project,perpetual-hold SMB holdco (Europe),in_disguise,"We are a holding company dedicated to acquiring and growing solid small and medium-sized businesses across Europe, with a long-term, perpetual investment horizon.",https://www.theperpetuityproject.com/,YES,verified,batch8,"[DEMOTED 2026-06-03 strict->in_disguise: uniform name-and-reject re-audit. 'perpetual home / long-term perpetual horizon' = assertion. ALSO target_economy flagged POSSIBLY-TRADITIONAL (generalist European SMB-succession holdco, not clearly tech-focused) - for user review. Allocator; reversible.] Hand-verified on Exa raw markdown of theperpetuityproject.com. Europe-focused permanent-hold holdco targeting the SME succession wave. Explicit perpetual-hold self-ID: 'perpetual home'; 'perpetual investment horizon'; 'Lasting value is built over decades, not quarters'; contrast table vs 'Traditional Investors: Short term mindset.' Allocator: acquires European SMBs. Early-stage ('our dream'; mentorship-backed). Strict self_id. [HOLDCO archetype]",mixed
shop-circle,Shop Circle,"permanent-home software acquirer (AI-native, EU/NA)",self_id,"Our role is to provide a permanent home where your company can continue to thrive... No pressure to exit, just durable growth.",https://shopcircle.co/,YES,verified,batch9,"Hand-verified on Exa raw markdown of shopcircle.co. AI-native acquirer of B2B mission-critical software (Europe + North America); decentralized, founder-first. Explicit no-exit self-ID: 'a permanent home where your company can continue to thrive... No pressure to exit, just durable growth.' Allocator: acquires software companies. target_economy=tech. Strict self_id.",tech
micro-saas-capital,Micro SaaS Capital,permanent-hold micro-SaaS acquirer (Toronto),self_id,"We build for the long-term with permanent capital - our holding period is forever (we do not ""flip"").",https://microsaascapital.com/,YES,verified,batch9,Hand-verified on Exa raw markdown of microsaascapital.com (Toronto; invests worldwide). Acquires small SaaS 'that don't fit the criteria of traditional venture capital or private equity.' Explicit permanent/no-flip self-ID: 'our holding period is forever (we do not flip).' Allocator: acquires micro-SaaS. target_economy=tech. Strict self_id.,tech
microsaas-io,MicroSaaS.io,micro-SaaS studio/acquirer/micro-seed (Copenhagen/Finland),self_id,"We build products meant to last - not to flip... No outside pressure, no growth-at-all-costs mentality.",https://microsaas.io/,YES,verified,batch9,"Hand-verified on Exa raw markdown of microsaas.io (Copenhagen/Finland). Studio + acquirer + micro-seed fund for bootstrapped SaaS/products (Reetro, Sekorti). Explicit no-flip + anti-growth-at-all-costs self-ID. Allocator: acquires + micro-seed invests in software. target_economy=tech. Strict self_id.",tech
capacity-capital,Capacity Capital,"revenue-based fund, capital-efficient founders (US Southeast) [IN-DISGUISE?]",in_disguise,invests in revenues instead of valuations,https://capacitycapital.co/,NO,pending_verification,batch9,"FLAGGED 'in-disguise, potentially' per user (2026-06-03). Could NOT verify: capacitycapital.co returned Exa CRAWL_HTTP_503 x3; user also could not find detail. Per F4.fund third-party profile: Chattanooga solo-GP revenue-based fund (Jonathan Bragdon), Indie.vc-inspired redeemable equity, backs capital-efficient founders that 'don't fit the winner-take-all hypergrowth narrative'; Kauffman/Rockefeller-backed. target_economy=tech (revenue-generating startups). NOT counted (pending/unverified); needs manual/browser verification.",tech
d2-fund,D2 Fund,capital-efficient B2B software VC (UK/Europe),self_id,We prioritise sustainable compounding growth and will never push portfolio founders to raise capital to mark up our own books.,https://d2.fund/,YES,verified,batch10,"Hand-verified on Exa raw markdown of d2.fund. 'Venture Capital for enduring companies... Funding capital-efficient software businesses' (B2B software, UK & Europe, up to GBP2M). Explicit rejection of the markup/raise-more treadmill: 'never push founders to raise capital to mark up our own books'; 'stay lean... longevity, not their next funding round'; also offers debt/grant to maintain founder equity. Allocator: equity + alt-financing into B2B software. target_economy=tech. Strict self_id (NON-HOLDCO).",tech
golden-section,Golden Section,capital-efficient vertical-SaaS growth equity + RBF (Houston),self_id,"Founders who are building toward a meaningful strategic exit at $5-15M An. Rev., not an IPO at $500M An. Rev. - and understand why that's actually the better outcome.",https://www.goldensection.com/,YES,verified,batch10,Hand-verified on Exa raw markdown of goldensection.com (Houston). Minority growth equity ($1-5M) + revenue-based financing/SaaS term loans for B2B vertical SaaS ($1-8M ARR). Explicit rejection of the unicorn/$500M-IPO power-law model: 'not chase the next round'; '$5-15M exit not $500M IPO is the better outcome'; 'refusing to play the valuation game'; burn multiple <2x. Allocator: equity + RBF into vertical SaaS. target_economy=tech. Strict self_id (NON-HOLDCO).,tech
finis-ventures,Finis Ventures,applied-AI build-and-hold software studio,self_id,"We build, hold, and operate... we build from zero, and we hold long.",https://finis.ventures/,YES,verified,batch10,"[PROMOTED 2026-06-08 per user ruling: build-their-own studios count as valid atlas members (ratifies taxonomy rule #3; supersedes the 2026-06-03 non-allocator hold).] Hand-verified on Exa raw markdown of finis.ventures (own homepage). Applied-AI venture studio / 'holding company for software businesses' that builds from zero and holds long (shared infra, separate cap tables). Self-ID: 'We build, hold, and operate... we build from zero, and we hold long'; 'Self-funded. Operator-led. Profit-bearing where it can be, patient where it cannot.' Allocator type: company creation + permanent hold (Studio). FLAG: 'We do not announce. The portfolio is the work, not a list.' -> no named portfolio, footprint not externally verifiable -> in_disguise/med. target_economy=tech.",tech
sureswift-capital,SureSwift Capital,permanent-hold B2B SaaS acquirer (no-flip),self_id,we're not looking to flip businesses or maximize profits at the cost of long-term viability... we never assume an expiration date... we buy businesses with the expectation that we'll be operating them in the long run.,https://www.sureswiftcapital.com/blog/the-sureswift-model,YES,verified,batch11,Hand-verified on Exa raw markdown of sureswiftcapital.com (model blog + homepage). Since 2015 acquires/holds/grows B2B SaaS from bootstrapped founders ('Exceptional Operators'); fee = 2% revenue + 20% EBITDA (not 2/20). Explicit no-flip self-ID: 'not looking to flip businesses... never assume an expiration date... operating them in the long run.' Allocator: acquires B2B SaaS. target_economy=tech. Strict self_id.,tech
software-circle,Software Circle,"permanent-home VMS serial acquirer (UK, AIM:SFT)",in_disguise,"Providing a permanent home for their teams, management talent and culture.",https://softwarecircle.com/,YES,verified,batch11,"[DEMOTED 2026-06-03 strict->in_disguise: uniform name-and-reject re-audit. Page asserts 'permanent home for teams' + 'help founders find the right exit strategy' (exit-neutral); does NOT name+reject the flip/exit/fund-clock model. Genuine VMS acquirer (allocator); reversible.] Hand-verified on Exa raw markdown of softwarecircle.com (formerly Grafenia plc, LON:SFT). UK serial acquirer of vertical market software ('The best home for software companies'); decentralized, continues operations independently as 'permanent home.' Allocator: acquires VMS (>=GBP500k recurring rev, UK/Ireland). target_economy=tech. Strict self_id (permanent-home VMS holdco).",tech
evergreen-ftg,Evergreen Financial Technology Group,evergreen fintech-software holdco (US/Canada),self_id,A Long-term home for great software businesses that serve financial institutions... Owner's Mindset: We acquire and build businesses with a long-term horizon.,https://evergreenftg.com/,YES,verified,batch11,"[PROMOTED 2026-06-03 in_disguise->self_id: structural-permanence broadening per user; mechanism=buy-and-hold software acquirer, long-term home, no exit language] [DEMOTED 2026-06-03 strict->in_disguise: uniform name-and-reject re-audit. 'Long-term home / Owner's Mindset / long-term horizon' = assertion only; no named rejection of flip/exit/fund-clock. Genuine fintech-software acquirer (allocator); reversible.] Hand-verified on Exa raw markdown of evergreenftg.com. Evergreen holdco for software serving financial institutions (credit-union core Sharetec, loan-origination Global Wave, BI Lodestar, core processor Infonancial; 400+ FIs, 5.2M members). Self-ID: 'Long-term home... Owner's Mindset (long-term horizon)... Founder's Legacy... Decentralized.' Allocator: acquires fintech software cos. target_economy=tech. Strict self_id (evergreen software holdco).",tech
iolar-ventures,Iolar Ventures,capital-efficient 'camel' VC (Silicon Valley; B2B cloud/mobile software),self_id,"the approach of mainstream venture, with an emphasis on outlier outcomes, rapid growth at all costs, high burn rates, and a large portfolio to mitigate high risk, may not always be the best choice for founders... we don't need to force companies to take excess capital in order to 'move the needle' on returns to our funds.",https://iolar.vc/,YES,verified,batch12,"Hand-verified on Exa raw markdown of iolar.vc. Boutique capital-efficient VC (Series A lead, $1-3M, B2B cloud/mobile software in climate, fintech, security, comms). Names+rejects the VC growth model ('outlier outcomes, rapid growth at all costs, high burn rates') and structurally keeps funds small so 'we don't need to force companies to take excess capital.' Allocator: equity into early-stage software. Strict self_id (camel-VC).",tech
evigrow-software,EviGrow Software,lifetime European vertical-market software (VMS) acquirer,self_id,We never intend to sell a company once it has joined our group.,https://www.evigrowsoftware.com/about,YES,verified,batch12,Hand-verified on Exa raw markdown of evigrowsoftware.com/about. 'Lifetime investor' acquiring niche B2B VMS companies across Europe for a permanent home. Names+rejects selling: 'We never intend to sell a company once it has joined our group.' Allocator: acquires VMS companies. Strict self_id (permanent VMS holdco).,tech
croissant,Croissant,permanent-hold European B2B SaaS acquirer (Benelux/France/DACH),self_id,"We buy, optimize, and hold. Forever... We're not here to flip.",https://croissant.today/,YES,verified,batch12,Hand-verified on Exa raw markdown of croissant.today. Acquires European B2B SaaS (EUR0.5-2M ARR) to operate long-term ('Europe's SaaS Middle Class'). Names+rejects flip/strip: 'We're not here to flip'; 'we don't strip it for parts'; 'No layoffs for sport.' Four operator-founders. Allocator: acquires SaaS companies. Strict self_id.,tech
tiny,Tiny,permanent buy-and-hold acquirer of internet/software businesses (Tiny Ltd),self_id,[on-page comparison table] Venture Capital: 'Pressure to provide 10-100X returns'; Private Equity: 'Typically flip your company in 3-5 years'; Tiny: 'Holds companies for the long term.',https://www.tiny.com/,YES,verified,batch12,"Hand-verified on Exa raw markdown of tiny.com (recheck overturns prior reject: the on-page Tiny-vs-VC-vs-PE comparison table is an explicit name-and-reject). Names VC '10-100X returns' + PE 'flip your company in 3-5 years', positions Tiny as 'Holds companies for the long term'; 'we started Tiny to become the buyer we wish we could have sold to.' 32 companies, $250M+ revenue (Dribbble, Creative Market, We Work Remotely, Letterboxd). Allocator: buys internet/software businesses. target_economy=mixed (predominantly digital). Strict self_id.",mixed
based-holdco,Based,long-term holding company for owner-led internet businesses (SaaS/FinTech/InsurTech),self_id,"A long-term holding company partnering with entrepreneurial leaders to build, acquire, and grow enduring companies.",https://www.basedinc.com/,YES,verified,batch12,"[PROMOTED 2026-06-03 in_disguise->self_id: structural-permanence broadening per user; mechanism=long-term holding co, buy-and-hold enduring companies] Hand-verified on Exa raw markdown of basedinc.com. Acquires controlling stakes in owner-led internet businesses ($500K-5M recurring rev; SaaS, Service-as-Software, FinTech, InsurTech). Long-term/enduring/legacy assertion but page does NOT explicitly name+reject the flip/exit/fund-clock model -> IN_DISGUISE (genuine allocator, tech; does not count toward strict 100).",tech
upliift,Upliift,permanent-equity acquirer of European B2B vertical software (healthcare/finserv/workforce/mfg),self_id,"We're here to help your business thrive, not flip it.",https://upliift.com/,YES,verified,batch13,"Hand-verified on Exa raw markdown of upliift.com homepage + own blog post 'What is Permanent Equity?' (Co-CEO Alex Myers). Homepage names+rejects flip ('help your business thrive, not flip it'); post: 'no fund cycle and no exit mandate... One buys to hold, the other to sell.' Permanent-equity partner for European B2B software (EUR1-25M rev; healthcare, financial services, workforce mgmt, manufacturing). Allocator: acquires majority stakes in vertical software cos. Strict self_id.",tech
software-combined,Software Combined,B2B-tech 'forever home' acquirer (Europe & Oceania),self_id,"Whether you think of us as an invested strategic advisor, or a 'forever home' for your business, we will make long-term commitment to your vision and your people.",https://softwarecombined.com/,YES,verified,batch13,"[PROMOTED 2026-06-03 in_disguise->self_id: structural-permanence broadening per user; mechanism='forever home' B2B software acquirer] Hand-verified on Exa raw markdown of softwarecombined.com. Acquires successful B2B tech businesses (Europe/Oceania), decentralized 'forever home.' Assertion-only ('forever home', 'long-term commitment') + mentions 'diverse liquidity options' -> does NOT name+reject the flip/exit model -> IN_DISGUISE (genuine B2B-tech allocator; does not count toward strict 100).",tech
define-capital,Define Capital,permanent-capital B2B software holdco,self_id,We buy and hold forever.,https://definecapital.ca/,YES,verified,batch14,"Own-page literal text (curl) 2026-06-03: 'We buy and hold forever.'; 'Forever Hold Model (We Never Sell)'; 'No reselling - Your team, name, and structure stay intact.' Allocator: acquires B2B software/software-enabled cos $5M-$10M EBITDA, North America. Explicit name-and-reject (We Never Sell / No reselling).",tech
tag-software-group,TAG Software Group,permanent-capital VMS holdco,self_id,TAG provides a permanent home for software companies — we don't buy to sell.,https://www.tagsoftwaregroup.com/,YES,verified,batch14,"Own-page literal text (curl) 2026-06-03: 'we don't buy to sell'; 'Permanent capital: We provide stability and brand protection with no pressure to sell or exit.' Valsoft Corporation family -> admitted as SINGLE representative (Valsoft own page is assertion-only 'permanent capital mindset'); do NOT separately count Valsoft or other Valsoft subs. VMS software, tech.",tech
quadra-group,Quadra Group,permanent-capital VMS holdco,self_id,"Quadra Group is a permanent capital holding company, primarily focused on the acquisition and scaling of specialized vertical market software (VMS), and digital service companies in continental Europe.",https://www.quadragroup.co.uk/,YES,verified,batch14,"[PROMOTED 2026-06-03 in_disguise->self_id: structural-permanence broadening per user; mechanism=permanent capital VMS holdco] Own-page literal text (curl) 2026-06-03. Assertion-only ('permanent capital'); no explicit never-sell/no-flip captured -> in_disguise (Tier 2), NOT strict. Allocator (acquires VMS + digital service cos), continental Europe, founded 2022.",tech
alexandria-capital,Alexandria Capital,permanent-capital software holdco,self_id,"We do not sell our companies after acquisition, as we hold businesses permanently.",https://alexcapital.co/,YES,verified,batch15,"Own-page literal text (curl) 2026-06-03: 'Alexandria Capital is a buy-and-hold acquirer of software businesses.'; 'Buy and Hold Forever - We do not sell our companies after acquisition, as we hold businesses permanently.' Explicit name-and-reject. Allocator (acquires software cos), tech.",tech
everfield,Everfield,permanent-capital VMS holdco (Europe),self_id,We don't want to disrupt your progress by selling your business at any point in the future.,https://everfield.com/,YES,verified,batch15,"Own-page literal text (curl) 2026-06-03. Buy-and-hold investor in European vertical market & specialist software (40+ B2B software cos, decentralized model). Explicit name-and-reject (won't sell business at any point in the future). PE-funded but permanent-hold model (like Banyan, institutionally backed yet admitted). tech.",tech
leo-software-group,Leo Software Group,permanent-capital software holdco,self_id,Our mission is simple: to buy and operate software businesses that we want to own forever.,https://www.leosoftwaregroup.com/,YES,verified,batch16,"[PROMOTED 2026-06-03 in_disguise->self_id: structural-permanence broadening per user; mechanism=buy-and-operate-forever; 'unlike firms focused on short-term gains'] Own-page literal text (curl) 2026-06-03: 'Unlike firms focused on short-term gains, we provide a permanent home...'; 'to buy and operate software businesses that we want to own forever.'; 'buy-and-hold strategy'. Positive permanence + short-term-gains contrast but NO explicit negated-sell phrase -> in_disguise (Tier 2), consistent with Mosaic. Borderline-promotable under a composition/broad ruling. 12+ portfolio cos, NA/Europe/Australia, enterprise software. tech.",tech
teoh-capital,Teoh Capital,"permanent-capital investor (software + enduring businesses), Australia",self_id,"But unlike most private equity firms, we invest without a fixed time horizon.",https://teohcapital.com/,YES,verified,batch17,"Own-page literal text (curl) 2026-06-03: 'But unlike most private equity firms, we invest without a fixed time horizon.'; 'flexible, permanent capital'. Cross-class = permanent-capital INVESTOR (not a holdco). Australian allocator (majority/significant-minority) in B2B software $1-50M recurring rev PLUS heritage brands/family businesses/optical/turnarounds -> MIXED economy (real software vertical + traditional). FLAG for classification phase: self-labels 'private equity firm' but explicitly rejects the PE fixed-horizon/exit model; partial traditional verticals.",mixed
noosa-labs,Noosa Labs,Small profitable SaaS acquirer ($200k-$800k ARR; Miami/Paris),self_id,"We don't flip Companies. We improve the product, support your customers and build on top of it.",https://noosalabs.com,YES,verified,batch18,Buy-and-hold SaaS acquirer 60%+ profit excl founder salary; explicit anti-flip permanent-hold; founder ex-Checkr & Long Journey Ventures VP; verified raw own-page 2026-06-06,tech
arising-ventures,Arising Ventures,Long-term software holding company (revenue $3M-$30M),self_id,"We are structured as a long-term holding company, meaning we don't have the broken incentives of a fund.",https://arisingventures.com,YES,verified,batch18,Long-term software holdco; explicit fund-model rejection + in-it-for-the-long-haul; co-founders Xavier Helgesen & Sieva Kozinsky also run Enduring Ventures (in atlas); portfolio Jyve/UpCounsel; verified raw own-page 2026-06-06,tech
mainsail-partners,Mainsail Partners,growth equity for bootstrapped software,in_disguise,"Mainsail invests in founder-led, bootstrapped companies because we love what makes you so unique",https://mainsailpartners.com/,YES,verified,reservoir-r1,reservoir-r1 2026-06-06: S2 deal-profile (invests in founder-led bootstrapped software companies). Tech-enabled growth equity. Inline-verified; no disqualifier.,tech
union-group-fund,Union Group Fund,"bootstrapped vertical SaaS, livable growth",in_disguise,We invest in bootstrapped vertical SaaS software companies ... companies that ... share the same philosophy of livable and viable growth,https://www.uniongroupfund.com/,YES,verified,reservoir-r1,"reservoir-r1 2026-06-06: S2 deal-profile (bootstrapped vertical SaaS, solopreneurs, livable/viable growth). Capital-efficient/modest -> Nimble. Inline-verified; no disqualifier.",tech
serent-capital,Serent Capital,growth equity for bootstrapped founders,in_disguise,"We invest in bootstrapped founders, pairing capital with hands-on operating expertise",https://serentcapital.com/why-serent/,YES,verified,reservoir-r1,reservoir-r1 2026-06-06: S2 deal-profile (bootstrapped founders). Tech-enabled growth equity. Inline-verified; no disqualifier. || REAUDIT-FLAG: $6B-AUM growth-equity PE that exits ('celebrated our first exit'); genuine 'bootstrapped founders' focus but standard PE return model. Borderline - re-review.,tech
tvc-capital,TVC Capital,capital-efficient B2B software growth equity,in_disguise,capital-efficient companies generating $3 million-plus in annual recurring revenue from a solution their customers cannot live without,https://tvccapital.com/fund-focus/,YES,verified,reservoir-r1,"reservoir-r1 2026-06-06: S2 deal-profile (capital-efficient, $3M+ ARR, already-revenue). Tech-enabled. Inline-verified; no disqualifier. || REAUDIT-FLAG: software growth-equity PE; 'capital-efficient $3M+ ARR' sourcing but does take-privates/roll-ups/recaps (exit model). Borderline - re-review.",tech
expedition-growth-capital,Expedition Growth Capital,bootstrapped software & AI growth,in_disguise,specialist partners for rapidly growing software & AI companies ... bootstrapped software & AI founders,https://expedition.capital/,YES,verified,reservoir-r1,"reservoir-r1 2026-06-06: S2 deal-profile (bootstrapped software/AI founders). Mild growth lean (""category leadership"") -> conf med. Tech-enabled; no hard disqualifier.",tech
timia-capital,TIMIA Capital,"non-dilutive debt, alternative to VC",in_disguise,Alternative to Venture Capital. TIMIA Capital provides debt capital to growing B2B technology companies ... bootstrapped or lightly capitalized companies looking to grow their business without dilution,https://timiacapital.com/,YES,verified,reservoir-r2,reservoir-r2 2026-06-06: explicit alternative-to-VC + non-dilutive for bootstrapped/lightly-capitalized B2B tech (Lighter Capital archetype). Nimble. Inline-verified; no disqualifier.,tech
saas-group,saas.group,permanent-hold acquirer of bootstrapped SaaS,in_disguise,We acquire inspiring bootstrapped SaaS companies ... bootstrapper mindset,https://saas.group/,YES,verified,reservoir-r4,reservoir-r4 2026-06-06: permanent-hold acquirer of bootstrapped SaaS (S2 deal-profile + bootstrapper mindset). Tech-enabled. Overturns stale prior-reject on current on-page evidence. Inline-verified.,tech
silversmith-capital,Silversmith Capital Partners,"growth equity, capital-efficient software/healthcare",in_disguise,Capital Efficiency - Demonstrated capability of growing business with constrained resources,https://www.silversmith.com/approach,YES,verified,reservoir-r5,"reservoir-r5 2026-06-06: S2 deal-profile (capital-efficiency a core investment criterion; backs constrained-resource growth). Tech-enabled growth equity. Inline-verified on /approach; no power-law disqualifier. conf med (criterion among several). || REAUDIT-FLAG: large growth-equity PE ($20-125M checks, $2B+); genuine 'capital efficient / breakeven or profitable' criterion but exit-driven fund. Borderline - re-review.",tech
invictus-growth,Invictus Growth Partners,"growth equity, bootstrapped/capital-efficient B2B SaaS",in_disguise,"Bootstrapped or Capital-Efficient - $20 Million+ Equity Investments [in B2B technology companies with SaaS models, $10M+ ARR]",https://www.invictusgrowth.com/,YES,verified,discovery-r6,"discovery-r6 2026-06-06: S2 deal-profile (invests in bootstrapped OR capital-efficient B2B SaaS, $10M+ ARR). Tech-enabled. Inline-verified on own page; no power-law disqualifier.",tech
updata-partners,Updata Partners,"growth equity, bootstrapped/lightly-capitalized software",in_disguise,Bootstrapped or Lightly Capitalized ... Capital Efficiency ... $20M-$200M Equity,https://updata.com/approach/,YES,verified,discovery-r6,"discovery-r6 2026-06-06: S2 deal-profile (bootstrapped or lightly-capitalized software, capital-efficiency thesis). Tech-enabled growth equity. Inline-verified; no disqualifier.",tech
apex-point-equity,Apex Point Equity,equity for bootstrapped SMB/PLG SaaS,in_disguise,"bootstrapped, in the $500k+ ARR [range] ... Need to scale sales (SMB focus) and/or marketing (PLG focus)",https://apexpointequity.com,YES,verified,intake-r8,"intake-r8 2026-06-06: S2 deal-profile (invests in bootstrapped $500k+ ARR SaaS, SMB/PLG). Tech-enabled. Inline-verified; no disqualifier.",tech
argentum-group,Argentum Group,"growth equity, bootstrap/capital-efficient B2B software",in_disguise,"Bootstrap, Capital-Efficient Entrepreneurs - We support bootstrap companies that have [built] industry-leading B2B software, technology-enabled services",https://argentumgroup.com/about,YES,verified,intake-r8,"intake-r8 2026-06-06: S2 deal-profile (supports bootstrap, capital-efficient entrepreneurs building B2B software). Tech-enabled growth equity. Inline-verified; no disqualifier.",tech
long-holding-company,Long Holding Company,permanent-hold acquirer of B2B software/information brands,in_disguise,Permanent Home For The Business You Built ... we acquire forever ... software businesses to grow their legacy,https://www.longholdco.com/,YES,verified,reservoir-r13,"reservoir-r13 2026-06-06: strong permanent-hold signal (we acquire forever / permanent home / no intention to sell). Acquires B2B information brands (publications, data, live events) + software -> tech-enablement PARTIAL/flagged (media+software mix). conf med. Inline-verified; no DQ.",tech
beacon-software,Beacon Software,permanent-hold acquirer of Main Street software,in_disguise,"The permanent home to build & grow Main Street software. Beacon acquires essential software businesses ... Unlike traditional private equity, our plan is not to resell or chase short-term results ... a permanent home where it can thrive for decades to come",https://beaconsoftware.com/,YES,verified,reservoir-r14,reservoir-r14 2026-06-06: permanent-hold software acquirer with explicit anti-PE-flip rejection (Unlike traditional private equity ... not to resell ... 3-5 years that jeopardize long-term). Tech-enabled (Main Street software). Inline-verified; no DQ.,tech
penntech-holdings,PennTech Holdings,permanent-hold acquirer of B2B technology companies,in_disguise,"Permanent Home to Preserve Your Business Legacy ... we acquire and grow profitable B2B technology and services companies ... Unlike traditional private equity, we don’t buy to sell",https://www.penn-tech.com/,YES,verified,reservoir-r15,reservoir-r15 2026-06-07: permanent-hold acquirer of profitable B2B technology companies w/ explicit anti-PE-flip. Tech-enabled. Inline-verified; no DQ.,tech
workhorse-capital,Workhorse Capital,growth capital for bootstrapped software (anti-unicorn),in_disguise,The unicorn is mythical; the magic isn’t real and the horn serves no purpose ... A Pedestal for Bootstrappers,https://workhorsegrowth.com/,YES,verified,reservoir-r15,"reservoir-r15 2026-06-07: explicit anti-unicorn self-positioning (unicorn is mythical) + bootstrapper focus, software. SMV. Inline-verified; the unicorn mentions are anti-unicorn, not power-law.",tech
xo-capital,XO Capital,buy-and-operate holdco for bootstrapped indie SaaS,in_disguise,"We buy & operate SaaS companies ... bootstrapped, indie hacker companies",https://www.xo.capital/,YES,verified,reservoir-r15,"reservoir-r15 2026-06-07: buy-and-operate (permanent-hold) micro-SaaS holdco targeting bootstrapped/indie companies. Tech-enabled. Inline-verified; unicorn mention is podcast context, not model.",tech
