entity_id,name,website,assigned_verdict,page_type,self_described_class,class_match,note,final_status
boston-impact-initiative,Boston Impact Initiative,https://bostonimpact.org/,genuine_correct,allocator,Patient Capital,True,"Page states 'BII is a nonprofit impact investment fund and certified Community Development Financial Institution (CDFI)' that deploys capital into small businesses, cooperatives, and worker-owned ente",genuine_correct
temasek,Temasek,https://www.temasek.com.sg/,unverifiable,other,none,False,Homepage returned HTTP 403 Forbidden so the page content could not be reviewed; cannot verify self-description from the page.,unverifiable_keep_flag
gic,GIC,https://www.gic.com.sg/,genuine_correct,allocator,Sovereign Capital,True,"Page describes GIC as Singapore's sovereign wealth fund and 'a global long-term investor' managing the nation's foreign reserves, squarely Sovereign Capital.",genuine_correct
mubadala,Mubadala,https://www.mubadala.com/,genuine_correct,allocator,Sovereign Capital,True,"Page describes a sovereign wealth fund that 'partner[s] with leading institutions to drive value creation' with a $110B US program and investments across many sectors, squarely Sovereign Capital.",genuine_correct
sanabil-investments,Sanabil Investments,https://www.sanabil.com/,unverifiable,other,none,False,"Homepage rendered only navigation/footer elements with no descriptive text (JS-only), so the organization's self-description could not be judged from the page.",unverifiable_keep_flag
public-investment-fund,Public Investment Fund,https://www.pif.gov.sa/,unverifiable,other,none,False,Homepage returned HTTP 403 Forbidden so the page content could not be reviewed; cannot verify self-description from the page.,unverifiable_keep_flag
qatar-investment-authority,Qatar Investment Authority,https://www.qia.qa/,genuine_correct,allocator,Sovereign Capital,True,"Homepage: 'a global investment organization, with investments spanning all major global markets, asset classes, sectors and geographies' — a sovereign wealth fund deploying capital, correctly Sovereig",genuine_correct
bpifrance,Bpifrance,https://www.bpifrance.com/,genuine_correct,allocator,Sovereign Capital,True,"Homepage describes a French public financial institution offering 'Private equity', 'funds-of-funds', direct funding and guaranteed bank loans to entrepreneurs — a public investment bank, correctly So",genuine_correct
british-business-bank,British Business Bank,https://www.british-business-bank.co.uk/,unverifiable,other,none,False,"WebFetch returned HTTP 403 Forbidden, so the homepage content could not be reviewed to verify allocator status or class.",unverifiable_keep_flag
eic-fund,EIC Fund,https://eic.ec.europa.eu/eic-fund_en,genuine_correct,allocator,Sovereign Capital,True,"Homepage: 'the Venture Capital investment arm of the European Innovation Council (EIC)' with €4bn capitalisation making equity investments in startups, financed by the European Commission — public/ins",genuine_correct
european-investment-fund,European Investment Fund,https://www.eif.org/,genuine_correct,allocator,Sovereign Capital,True,"Homepage (EIB Group): 'Our equity funding flows through the ecosystem' plus a debt-financing toolkit and portfolio guarantees, investing equity through funds and intermediaries — a public fund-of-fund",genuine_correct
nato-innovation-fund,NATO Innovation Fund,https://www.nif.fund/,genuine_correct,allocator,Sovereign Capital,True,"Homepage: 'A standalone venture capital fund backed by 24 NATO allies deploying €1 billion+ in deep tech' (leading rounds in RevEng.AI, Kelluu) — a multinational sovereign-backed institutional fund, S",genuine_correct
kfw-capital,KfW Capital,https://www.kfw-capital.de/,genuine_correct,allocator,Sovereign Capital,True,"Homepage: wholly-owned subsidiary of KfW Bankengruppe that 'investieren wir in deutsche und europäische Venture Capital ... -Fonds' (fund-of-funds), backed by the government ERP Special Fund — a publi",genuine_correct
edbi,EDBI,https://www.edbi.com/,genuine_correct,allocator,Sovereign Capital,True,"Homepage: 'A global investor headquartered in Singapore since 1991', 'An Investment Arm of SG Growth Capital' investing in high-growth tech with a portfolio and 'Notable Exits' — a state-linked strate",genuine_correct
sginnovate,SGInnovate,https://www.sginnovate.com/,genuine_correct,allocator,Sovereign Capital,True,"Homepage: 'We Invest in Deep Tech Startups' with 'a portfolio of startups we support' — a Singapore government-owned deep-tech investor (also an ecosystem builder), but it does deploy equity, so Sover",genuine_correct
khazanah-nasional,Khazanah Nasional,https://www.khazanah.com.my/,unverifiable,other,none,False,"WebFetch returned HTTP 403 Forbidden, so the homepage content could not be reviewed to verify allocator status or class.",unverifiable_keep_flag
israel-innovation-authority,Israel Innovation Authority,https://innovationisrael.org.il/en/,unverifiable,other,none,False,"WebFetch returned HTTP 403 Forbidden, so the homepage content could not be reviewed to verify whether it deploys capital or only issues grants.",unverifiable_keep_flag
innovate-uk,Innovate UK,https://www.ukri.org/councils/innovate-uk/,junk_not_allocator,other,none,False,"Homepage describes 'the UK's innovation agency' providing 'grants and funding competitions rather than equity capital deployment' (e.g. 'a share of up to £10 million') — a grant-giving public agency, ",rescued_allocator->Sovereign Capital
in-q-tel,In-Q-Tel,https://www.iqt.org/,genuine_correct,allocator,Sovereign Capital,True,"Homepage calls itself a 'not-for-profit global investment platform' for U.S. national security with equity 'investments, including 50+ companies now valued over $1B' — mission-driven, government-affil",genuine_correct
high-alpha,High Alpha,https://www.highalpha.com/,genuine_correct,allocator,Portfolio Capital,True,"Self-described 'venture firm' that 'create[s] and fund[s] B2B SaaS companies' with explicit Studio (co-create) and Capital (invest) divisions — a venture studio, which maps to Portfolio Capital.",genuine_correct
atomic,Atomic,https://atomic.vc/,genuine_correct,allocator,Portfolio Capital,True,"Page calls Atomic a 'venture studio' that 'brings ideas, capital, and talent together, partnering with co-founders to build...companies' and deploys its own funds (4th fund $320M) — venture studio = P",genuine_correct
expa,Expa,https://www.expa.com/,genuine_correct,allocator,Portfolio Capital,True,"Homepage states 'Expa is a Company Studio' offering 'Design, operational support, and capital' to build companies from 0 to scale — a venture/company studio that maps to Portfolio Capital.",genuine_correct
betaworks,Betaworks,https://betaworks.com/,genuine_correct,allocator,Portfolio Capital,True,"Page describes 'Investing, building and working with exceptional creators...since 2008' with a portfolio and Camp program — a studio/investor hybrid that fits Portfolio Capital.",genuine_correct
hexa,Hexa,https://www.hexa.com/,genuine_correct,allocator,Portfolio Capital,True,Self-described 'leading multi-stage startup studio' that builds 'alongside founders' with its own capital across 50+ launched companies — startup studio = Portfolio Capital.,genuine_correct
rocket-internet,Rocket Internet,https://www.rocket-internet.com/,genuine_correct,allocator,Portfolio Capital,True,"Page states Rocket Internet 'incubates and invests in internet and technology companies globally,' building 'companies from scratch' plus its Global Founders Capital arm — a venture builder, i.e. Port",genuine_correct
idealab,Idealab,https://www.idealab.com/,genuine_correct,allocator,Portfolio Capital,True,"Calls itself 'the longest running technology incubator' that generates ideas internally, recruits teams, and spins them off into companies (150+ created) — an in-house studio/incubator that capitalize",genuine_correct
pioneer-square-labs,Pioneer Square Labs,https://www.psl.com/,genuine_correct,allocator,Portfolio Capital,True,Homepage explicitly states 'Pioneer Square Labs is a Startup Studio & Venture Capital Fund' with spinouts and investments — the studio model maps to Portfolio Capital.,genuine_correct
human-ventures,Human Ventures,https://human.vc/,genuine_correct,allocator,Portfolio Capital,True,Describes itself as a 'next generation venture capital firm' operating a Build Studio (company formation) plus a Fund and EIR program; the entity is catalogued as a startup studio and the build-studio,genuine_correct
science-inc,Science Inc.,https://www.science-inc.com/,unverifiable,other,none,False,"Homepage returned only the JS-rendered word 'Science' with no descriptive content, so the entity's activity and class cannot be verified from the page.",unverifiable_keep_flag
wilbur-labs,Wilbur Labs,https://www.wilburlabs.com/,genuine_correct,allocator,Portfolio Capital,True,"Self-described 'startup studio' that turns 'bold ideas into market-leading companies' and builds/operates its own portfolio (Barkbus, Joblist, etc.) — startup studio = Portfolio Capital.",genuine_correct
juxtapose,Juxtapose,https://www.juxtapose.com/,genuine_correct,allocator,Portfolio Capital,True,"Page states ""Juxtapose invests in technology businesses and platforms developed and greenlit at the firm,"" describing a venture-creation/studio model that builds and funds companies — a defensible Por",genuine_correct
founders-factory,Founders Factory,https://foundersfactory.com/,genuine_correct,allocator,Portfolio Capital,True,"Self-describes as a ""Venture Studio and Startup Accelerator"" and ""Builders & Investors"" that ""fund startups at idea, pre-seed and seed, combining capital,"" fitting Portfolio Capital (venture studio).",genuine_correct
entrepreneur-first,Entrepreneur First,https://www.joinef.com/,genuine_correct,allocator,Portfolio Capital,True,"Page says it turns individuals into ""funded founders"" with ""up to $250K investment"" plus ""$5M"" follow-on, a talent-investor/venture-builder that deploys capital — Portfolio Capital is defensible (LMV ",genuine_correct
antler,Antler,https://www.antler.co/,genuine_correct,allocator,Portfolio Capital,True,"Describes itself as a ""day-zero investor"" that ""specialise[s] in early-stage investments"" with the ""Antler Elevate"" scale-up fund, a startup-generator allocator consistent with Portfolio Capital.",genuine_correct
enhance-ventures,Enhance Ventures,https://enhance.online/,unverifiable,other,none,False,"Homepage returned HTTP 403 Forbidden, so the page could not be read and the entity cannot be verified from its site.",unverifiable_keep_flag
team8,Team8,https://team8.vc/,genuine_correct,allocator,Portfolio Capital,True,"Header self-describes as a ""Venture-Creation and Venture-Capital Fund"" that both builds companies and invests its own capital, matching Portfolio Capital (venture creation).",genuine_correct
fractal-software,Fractal Software,https://www.fractalsoftware.com/,genuine_correct,allocator,Portfolio Capital,True,"Self-describes as ""The Leader in Launching Vertical AI and Industry-Specific Software"" that ""partners with ambitious entrepreneurs and bold investors to launch"" vertical software companies — a venture",genuine_correct
weekend-fund,Weekend Fund,https://weekend.fund/,genuine_correct,allocator,LMV,True,"Page states it writes ""$100k-300k checks into early-stage startups around the world,"" a small early-stage/micro VC fund consistent with LMV.",genuine_correct
pioneer,Pioneer,https://pioneer.app/,genuine_correct,allocator,LMV,True,"Self-describes as ""a startup accelerator for ambitious outsiders"" that has ""funded 150+ companies,"" an accelerator that invests capital, fitting LMV (though it stopped new investments in 2024).",genuine_correct
ai-grant,AI Grant,https://aigrant.org/,junk_not_allocator,accelerator_no_capital,none,False,"The aigrant.org page offers ""$5,000 - $50,000 in grants for open source projects, no strings attached"" (compute or cash) and explicitly directs equity-seekers to a separate accelerator at aigrant.com,",confirmed_ecosystem_nonallocator
hf0,HF0,https://www.hf0.com/,unverifiable,other,none,False,"Homepage shows only ""The residency for repeat founders"" plus batch/demo-day dates with no investment terms, capital amounts, or allocator language, so investing status cannot be confirmed from the pag",unverifiable_keep_flag
indie-hackers,Indie Hackers,https://www.indiehackers.com/,junk_not_allocator,network_or_membership,none,False,"Self-describes as a community/content platform where people ""Work Together to Build Profitable Online Businesses"" (discussions, case studies, newsletter, job board) and deploys no capital — not an all",confirmed_ecosystem_nonallocator
microconf,MicroConf,https://microconf.com/,junk_not_allocator,network_or_membership,none,False,"Homepage calls it 'The Original Community for Bootstrapped SaaS Founders' offering events, masterminds, and education; it deploys no capital itself (a separate '/fund' is only a nav link), so the enti",rescued_allocator->LMV
venture10x,Venture10X,https://www.venture10x.co,genuine_misclassified,allocator,Patient Capital,False,"Page describes it as 'the private investment office of Aaron Blackman' deploying its own capital as equity into B2B SaaS, with no revenue-based/non-dilutive product, so the SMV (revenue-based growth) ",genuine_flag_reclassify
curious,Curious,https://www.curiousholdings.com,genuine_misclassified,allocator,Patient Capital,False,Self-describes as 'a long-term holding company that buys and grows software companies' via 'permanent capital... not raising additional funds or future exits' — that is Portfolio Capital / Patient Cap,genuine_flag_reclassify
apex-point-equity,Apex Point Equity,https://apexpointequity.com,genuine_misclassified,allocator,Portfolio Capital,False,"Calls itself 'a Micro Private Equity fund focused on acquiring, accelerating, and selling SaaS businesses' — an acquisition/buyout fund (Portfolio Capital), not the SMV revenue-based/non-dilutive grow",genuine_flag_reclassify
alley-street,Alley & Street,https://www.alleyandstreet.com,genuine_misclassified,allocator,Search/ETA,False,"Describes itself as 'a specialized private equity search fund' that acquires undervalued micro-SaaS and exits to strategic buyers — Search/ETA (or Portfolio Capital), not the SMV revenue-based-financi",genuine_flag_reclassify
soft-equities,Soft Equities,https://softequities.com,genuine_misclassified,allocator,Portfolio Capital,False,A micro private equity firm that acquires and takes equity stakes in early-stage SaaS ('We take the wheel... accelerate growth while founders either stay on or transition out'); this is acquisition/eq,genuine_flag_reclassify
river-saas-capital,River Saas Capital,https://www.riversaascapital.com,genuine_correct,allocator,SMV,True,"Offers 'highly flexible venture debt' and 'non-dilutive, revenue-based financing' for growing B2B SaaS with >=150K MRR, which squarely fits the SMV revenue-based/non-dilutive growth-capital class.",genuine_correct
bigthinkcapital,Bigthinkcapital,https://bigthinkcapital.com/revenue-based-financing-companies,junk_not_allocator,marketplace_or_broker,none,False,"Self-describes as 'a leading financial marketplace' that matches business borrowers to multiple funding products, and the specific URL is a listicle article '7 Best Revenue Based Financing Companies R",rescued_allocator->SMV
saas-growth-ventures,SaaS Growth Ventures,https://saasgrowthventures.com,genuine_misclassified,allocator,LMV,False,"Describes itself as 'a San Francisco based venture fund' whose 'Fund I invests from $500K to $1MM' of equity into Seed/Series A B2B SaaS — a micro equity VC fund (LMV), not the SMV revenue-based/non-d",genuine_flag_reclassify
golden-section,Golden Section,https://www.goldensection.com,genuine_correct,allocator,SMV,True,'Two tools. One philosophy' — pairs minority growth equity with 'revenue-based financing and SaaS term loans' for capital-efficient B2B vertical SaaS founders who 'don't chase the next round'; the non,genuine_correct
novaspark-holdings,NovaSpark Holdings,https://www.novasparkholdings.com,genuine_misclassified,allocator,Portfolio Capital,False,Describes itself as 'a permanent capital platform to acquire and own high-quality digital businesses for the long term' via off-market founder deals — a permanent-hold holdco (Portfolio Capital / Pati,genuine_flag_reclassify
entrepreneurship-through-acquisition-and-search-fund-resource-library,Entrepreneurship Through Acquisition and Search Fund Resource Library,https://nextgengp.com/resources,genuine_correct,allocator,Search/ETA,True,"The /resources URL is a curated ETA/search-fund reading list, but the parent NextGen Growth Partners is a real acquirer where 'CEOs-In-Waiting Buy the Companies They Want to Run' and which holds 'our ",genuine_correct
eta-london,ETA London,https://acquisition-entrepreneurs.com,junk_not_allocator,network_or_membership,none,False,"Page self-describes as 'The UK's open community for searchers, investors, and acquisition entrepreneurs. Directory, events, and curated research' — a network/directory that connects parties, not an en",confirmed_ecosystem_nonallocator
evergreen-evergreensg-com,Evergreen (evergreensg.com),https://www.evergreensg.com/,genuine_correct,allocator,Patient Capital,True,Self-describes as 'A Permanent Home for Businesses' that buys 100% of technology services companies with committed capital and holds them permanently rather than seeking exits — a permanent-equity acq,genuine_correct
everhold,Everhold,https://www.everhold.com/,genuine_correct,allocator,Patient Capital,True,"Self-describes as 'a private holding company with a simple mission: to acquire exceptional small businesses and hold them forever' using 'permanent capital,' explicitly 'not a private equity firm' — c",genuine_correct
fund-for-employee-ownership,Fund for Employee Ownership,https://www.evgoh.com/tfeo,genuine_correct,allocator,Patient Capital,True,"Page states it 'leverages patient capital to acquire small-to-medium-sized businesses, converts them to employee ownership, and supports them over the long term' via a self-sustaining loan fund — a pa",genuine_correct
gt-entrepreneurs,GT Entrepreneurs,https://www.gtentrepreneurs.com,genuine_correct,allocator,Search/ETA,True,"Self-describes as 'a multi-family office backed private investment firm' that has 'been actively investing in and providing guidance to aspiring CEOs' on their ETA journey, with a named portfolio — a ",genuine_correct
gtm-venture-studio,GTM Venture Studio,https://www.gtmventurestudio.io,genuine_correct,allocator,Portfolio Capital,True,"Page says they 'help create, grow and fund SaaS companies' and provide 'direct financial investment' including 'Direct investment from GTM fund' — a venture studio that builds and takes equity, fittin",genuine_correct
hold-co,HOLD.co,https://hold.co/,genuine_correct,allocator,Patient Capital,True,"Self-describes as 'an operator-led acquisition platform focused on buying and building durable, cash-producing businesses' that 'buy businesses to operate them for the long term' (not blind-pool funds",genuine_correct
perpetual,Perpetual,https://www.prptl.com,genuine_correct,allocator,Patient Capital,True,Wilsdorf family office that 'provides permanent capital and continuously allocates to private markets' through 'evergreen funds' across PE/credit/real assets — a permanent-capital allocator fitting Pa,genuine_correct
perpetual-capital,Perpetual Capital,https://perpetualcapitalpartners.com/about-us,genuine_correct,allocator,Patient Capital,True,Self-describes as 'a private company that owns a diversified portfolio of business interests' with 'a fully-funded and evergreen capital base' that acquires middle-market companies without a defined h,genuine_correct
purpose-evergreen-capital,Purpose Evergreen Capital,https://purpose-economy.org/en/pec/,genuine_correct,allocator,Patient Capital,True,"Page describes 'patient, value-aligned capital to small and medium-sized enterprises' via an 'evergreen investment fund without pressure to force an exit' with ~EUR30M invested and named portfolio com",genuine_correct
search-fund-accelerator,Search Fund Accelerator,https://www.searchfundaccelerator.com,genuine_correct,allocator,Search/ETA,True,"Despite the 'accelerator' name, page states 'When you are ready to close your deal, SFA provides the equity from a fund of committed capital' — it deploys capital into ETA acquisitions, fitting Search",genuine_correct
search-funds,Search Funds,https://www.petersonpartners.com/search,genuine_correct,allocator,Search/ETA,True,"Peterson Partners' search page describes investing in search funds ($500K-$5M, 5-10yr holds) and having 'backed over 300 portfolio companies,' including the Asurion search-fund investment — a search-f",genuine_correct
springwater,Springwater,https://springwater.tech,genuine_misclassified,allocator,Portfolio Capital,False,"Page says 'We acquire and scale founder-led SaaS businesses' taking majority stakes with permanent/flexible capital across 30+ businesses — a serial acquirer/holdco (Portfolio Capital), not SMV revenu",genuine_flag_reclassify
sundance-growth,Sundance Growth,https://www.sundancegrowth.com,genuine_correct,allocator,SMV,True,Self-described 'software Growth equity' firm making minority/majority equity investments in bootstrapped B2B software — a bona fide non-unicorn growth-capital allocator fitting the SMV bucket.,genuine_correct
uk-sovereign-ai-fund,UK Sovereign AI Fund,https://sovereignai.gov.uk,genuine_correct,allocator,Sovereign Capital,True,"Self-describes as 'Britain's Sovereign Venture Fund' where 'a nation-state just entered the venture game,' offering up to GBP 10M equity plus compute/visas — a government strategic capital provider ma",genuine_correct
upliift,Upliift,https://upliift.com/,genuine_correct,allocator,Patient Capital,True,"Calls itself 'the go-to permanent equity partner for European software businesses' focused on 'long-term growth rather than short-term returns' and to 'thrive, not flip it' — permanent equity = Patien",genuine_correct
argentumgroup,Argentumgroup,https://argentumgroup.com/about,genuine_correct,allocator,SMV,True,"Self-described 'New York-based growth equity firm that partners with bootstrap entrepreneurs,' providing $5-15M 'expansion capital' to B2B software — a non-unicorn growth-capital allocator fitting SMV",genuine_correct
founders-first-cdc,Founders First CDC,https://foundersfirstcdc.org,junk_not_allocator,accelerator_no_capital,none,False,"Page describes a nonprofit CDC that 'guide[s] business owners through the process of achieving growth through curriculum, hands-on assignments, and coaching' and connects to funding resources — a trai",confirmed_ecosystem_nonallocator
meritholdings,Meritholdings,https://www.meritholdings.com,genuine_correct,allocator,Portfolio Capital,True,"Self-describes as 'a holding company that acquires, manages and builds software businesses in niche verticals over a very long period of time' providing 'a permanent home' — a holdco/serial acquirer m",genuine_correct
mosaic,Mosaic,https://www.mosaicsoftwaregroup.com,genuine_misclassified,allocator,Portfolio Capital,False,"Says 'We acquire, enhance, and grow mission critical software companies' as 'the only permanent capital investment firm' and 'permanent home' — a permanent-capital acquirer/holdco (Portfolio Capital),",genuine_flag_reclassify
office-of-strategic-capital-osc,Office of Strategic Capital (OSC),https://www.cto.mil/osc,genuine_correct,allocator,Sovereign Capital,True,DoD office 'Attracting and Scaling Private Capital for National Security' offering direct loans up to $150M and fund-level leverage up to $175M — a public/sovereign strategic capital provider matching,genuine_correct
startupbootcamp,Startupbootcamp,https://startupbootcamp.org,junk_not_allocator,accelerator_no_capital,none,False,"Self-describes as 'a global network of industry-specific accelerators' where third-party 'angel investors, family offices and corporates' do the investing through 12-week programs — Startupbootcamp fa",rescued_allocator->LMV
clearlyacquired,ClearlyAcquired,https://www.clearlyacquired.com/,unverifiable,other,none,False,"WebFetch returned HTTP 403 Forbidden on the single allowed fetch, so the homepage could not be read and the page type cannot be confirmed.",unverifiable_keep_flag
float-finance,Float Finance,https://www.floatfinance.com/,genuine_correct,allocator,SMV,True,Page describes 'a credit facility that scales with your ARR' offering revenue-based financing up to 70% of ARR 'with no equity dilution' as an alternative to VC — textbook SMV non-dilutive growth capi,genuine_correct
re-cap,Re:cap,https://re-cap.com/,genuine_correct,allocator,SMV,True,"Page states 're:cap gives tech and growth companies non-dilutive capital' with credit lines up to EUR5M, a direct non-dilutive growth-capital provider that fits SMV.",genuine_correct
red-forest-capital,Red Forest Capital,https://www.redforestcapital.com/,genuine_correct,allocator,Search/ETA,True,"Page describes a family office that has invested in search funds since 1984 and partners with entrepreneurs to 'find, acquire, and scale exceptional businesses,' squarely Search/ETA.",genuine_correct
capshift,CapShift,https://capshift.com/,unverifiable,other,none,False,"Homepage and /about returned HTTP 403 on every fetch, so the page content could not be reviewed.",unverifiable_keep_flag
eta-equity,ETA Equity,https://etaequity.com/,genuine_correct,allocator,Search/ETA,True,"Page states 'We are search fund investors dedicated to investing in and supporting... entrepreneurs striving to acquire and lead growth companies,' a direct Search/ETA equity investor.",genuine_correct
faith-driven-investor,Faith Driven Investor,https://faithdriveninvestor.org/,junk_not_allocator,network_or_membership,none,False,"Page describes a non-profit ministry/community offering Content, Community, Coaching and Connection that 'does not endorse or recommend any... investment advisor, strategy, company' and deploys no cap",confirmed_ecosystem_nonallocator
nobody-studios,Nobody Studios,https://nobodystudios.com/,genuine_correct,allocator,Portfolio Capital,True,"Page calls it 'an AI-native, high-velocity venture studio scaling 100 companies in 5 years,' a venture studio that builds and capitalizes ventures, matching Portfolio Capital.",genuine_correct
wildfront,Wildfront,https://wildfront.co/,genuine_correct,allocator,Portfolio Capital,True,"Page states 'We buy SaaS companies' and runs a portfolio of acquired products (DemandBird, SaaSPulse, etc.), an operator-led SaaS acquirer/holdco that fits Portfolio Capital (education/community is se",genuine_correct
itrinity,itrinity,https://www.itrinity.com/,genuine_misclassified,allocator,Portfolio Capital,False,"Page says 'Build. Acquire. Repeat.' and runs a portfolio of eight acquired SaaS businesses (Mangools, UptimeRobot), a serial-acquirer holdco that is Portfolio Capital, not SMV revenue-based financing.",genuine_flag_reclassify
alliance-venture,Alliance Venture,https://alliance.vc/,genuine_misclassified,allocator,UVC,False,"Page self-describes as 'a Nordic venture capital firm' investing dilutive seed/pre-seed equity in founders chasing billion-dollar companies, which is classic UVC, not SMV non-dilutive growth capital.",genuine_flag_reclassify
asseco-group,Asseco Group,https://www.asseco.com/,unverifiable,other,none,False,"Both asseco.com and www.asseco.com returned HTTP 403 on every fetch, so the page content could not be reviewed.",unverifiable_keep_flag
carlson-private-capital-partners,Carlson Private Capital Partners,https://www.carlsonprivatecapital.com/,genuine_correct,allocator,Patient Capital,True,"Page states 'CPC invests non-institutional, private, family capital in businesses with the potential to create sustainable long-term value,' a patient family-capital direct investor matching Patient C",genuine_correct
codelaunch,CodeLaunch,https://codelaunch.com/,junk_not_allocator,accelerator_no_capital,none,False,Page states startups apply for free and 'aren't required to surrender ANY equity'; it provides free dev services and connects founders to outside investors but deploys no capital of its own.,confirmed_ecosystem_nonallocator
elobau,Elobau,https://www.elobau.com/,junk_not_allocator,product_or_saas,none,False,"Homepage describes an operating company that develops and manufactures operator controls, sensors, machine-safety and level-measurement products (€160M revenue, 1,100 employees), not a capital allocat",confirmed_ecosystem_nonallocator
foundry,Foundry,https://hbsfoundry.org,junk_not_allocator,accelerator_no_capital,none,False,"Site presents Foundry as a Harvard deep-tech accelerator/bootcamp that helps founders become “funding-ready”; the $100K is awarded by external “public and private-sector funders,” so Foundry itself de",confirmed_ecosystem_nonallocator
funds-for-good,Funds For Good,https://www.fundsforgood.eu/,genuine_correct,allocator,Patient Capital,True,"“Funds For Good Invest” runs socially responsible funds and “Funds For Good Impact” deploys 0%-interest subordinated “honor loans” to social entrepreneurs under a “reasoned capitalism” mission, fittin",genuine_correct
halcyon-incubator,Halcyon Incubator,https://halcyonincubator.org/,junk_not_allocator,accelerator_no_capital,none,False,"The page describes a five-month social-entrepreneur fellowship providing housing and a “$10,000 stipend” plus mentorship/resources but no equity or investment capital, so it is an incubator/fellowship",confirmed_ecosystem_nonallocator
kaszek-ventures,Kaszek Ventures,https://kaszek.com/,genuine_misclassified,allocator,UVC,False,"Kaszek self-describes as a Latin America venture-capital firm investing seed through pre-IPO in high-growth tech (fintech, SaaS, marketplaces) across 9 funds—classic unicorn VC (UVC), with no patient/",genuine_flag_reclassify
macarthur-foundation,MacArthur Foundation,https://www.macfound.org/,genuine_correct,allocator,Patient Capital,True,"Homepage shows a grantmaking foundation ($8.27B+ awarded) that also runs a dedicated Impact Investments program and maintains an endowment/Investments function, consistent with Patient Capital's missi",genuine_correct
mahle,Mahle,https://www.mahle.com/,junk_not_allocator,product_or_saas,none,False,"MAHLE is an operating automotive supplier (€11.3B sales, 64,242 employees) making thermal, engine and e-mobility components; though it calls itself a “foundation owned corporate,” the atlas row is the",confirmed_ecosystem_nonallocator
michigan-founders-fund,Michigan Founders Fund,https://michiganfoundersfund.org/,junk_not_allocator,network_or_membership,none,False,"Despite “Fund” in the name, the page describes “an inclusive network of high-growth founders” offering membership, a pre-accelerator, internships and events with no language about MFF making grants or",rescued_allocator->LMV
mission-driven-finance,Mission Driven Finance,https://www.missiondrivenfinance.com/,genuine_correct,allocator,Patient Capital,True,"Self-describes as built “to make it easy to invest in your community,” deploying loans to small businesses/nonprofits and structuring impact investment funds “to close financial gaps”—a genuine commun",genuine_correct
mozilla-foundation,Mozilla Foundation,https://foundation.mozilla.org/,genuine_correct,allocator,Patient Capital,True,"Self-describes as “a global non-profit and parent of the Mozilla Corporation” whose grantmaking “supports changemakers,” i.e. a permanent purpose/steward owner of an operating company plus mission gra",genuine_correct
novo-nordisk-foundation,Novo Nordisk Foundation,https://novonordiskfonden.dk/,genuine_correct,allocator,Patient Capital,True,"Site states the foundation's investment activities run through wholly-owned Novo Holdings and that it supports charitable purposes from “its ownership of and investments in companies,” distributing ~1",genuine_correct
perpetual-wealth-ag,Perpetual Wealth AG,https://perpetual-wealth.ch,junk_not_allocator,consultancy_or_advisor,none,False,"Page states it is “a wealth management boutique offering financial and family office services” licensed as a FINMA-supervised asset manager working through custodian banks (Vontobel, UBS, Pictet)—it a",confirmed_ecosystem_nonallocator
pohlad-companies,Pohlad Companies,https://www.pohladcompanies.com/,genuine_correct,allocator,Patient Capital,True,"Multi-generational family holding company describing 'three generations of business rooted in... purposeful long-term thinking and community investment,' owning operating businesses plus Pohlad Invest",genuine_correct
pritzker-group,Pritzker Group,https://www.pritzkergroup.com/,genuine_correct,allocator,Patient Capital,True,"Self-describes as 'a family-backed investment firm partnering with companies for the long term' with a 'permanent capital base,' having 'acquired or invested in more than 100 companies' — classic perm",genuine_correct
qubit-capital,Qubit Capital,https://qubit.capital/,junk_not_allocator,marketplace_or_broker,none,False,"Page describes 'AI Matchmaking' that 'finds the right' investors and 'Bespoke Fundraising' connecting startups to a pool of 20,000+ investors — a fundraising-as-a-service broker that helps companies r",confirmed_ecosystem_nonallocator
theanna,Theanna,https://theanna.io/,junk_not_allocator,product_or_saas,none,False,Self-described 'platform and community where women go from idea to business' at '$99/month · 0% equity' — a SaaS/community product that explicitly takes no equity and deploys no capital.,confirmed_ecosystem_nonallocator
bending-spoons,Bending Spoons,https://bendingspoons.com/,genuine_correct,allocator,Portfolio Capital,True,"States 'we acquire and improve iconic products... Not to sell on, but to own and operate for the long term' (Vimeo, Evernote, WeTransfer, etc.) — a serial acquirer/holdco squarely in Portfolio Capital",genuine_correct
better-ventures,Better Ventures,https://www.better.vc/,genuine_misclassified,allocator,Patient Capital,False,"Self-describes as 'one of the original venture capital firms to back technology companies building a better world,' writing $500k-$1M pre-seed/seed impact checks (~$108M AUM) — a private mission/impac",genuine_flag_reclassify
hoxton-ventures,Hoxton Ventures,https://hoxtonventures.com/,genuine_misclassified,allocator,UVC,False,"'European venture with a Silicon Valley mindset' making minority seed/early checks, 'maximizing upside,' 90 portfolio companies with 3 IPOs — classic unicorn-style VC (UVC baseline), not a Portfolio C",genuine_flag_reclassify
the-giin,The GIIN,https://thegiin.org/,junk_not_allocator,network_or_membership,none,False,"Self-described 'leading industry body for impact investing' offering members 'access to a network of leading impact investors,' tools, and research (IRIS+) — a nonprofit membership network that does n",confirmed_ecosystem_nonallocator
forum-ventures,Forum Ventures,https://www.forumvc.com/,genuine_correct,allocator,LMV,True,"Self-describes as a 'founder-first AI venture studio, accelerator, and pre-seed fund' that operates a 'B2B software pre-seed fund' to 'invest in and support more founders' (430 companies funded) — an ",genuine_correct
