log_op,log_reason,log_timestamp,log_source_csv,entity_id,name,primary_asset_class,secondary_asset_classes,entity_type,website,active_status,source_tier,geography,sector_focus,capital_model,instrument_types,target_company_profile,non_unicorn_thesis,ecosystem_role,fit_score,evidence_status,last_verified_at,notes,lead_id,lead_type,source_urls,discovered_from,target_asset_class,target_entity_type,priority,review_status,created_at
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,Software Valuation Multiples,,,,https://aventis-advisors.com/software-valuation-multiples,unknown,public_web,,,,,,,,,candidate_evidence,,Public-web discovery result from query: vertical SaaS capital efficient growth equity seed Series A not growth at all costs. Confirm source text before promotion. Intake promotion agent needs more source support: target class SMV has only 1 source-text bucket signal(s); 2 required | Rescue: appended 18 sub-page URLs and requeued. Promoted as SMV candidate from https://aventis-advisors.com/software-valuation-multiples with 3 source-backed bucket claims. Human review required before paper use.,intake-web-7a6b7ebd9dc9,web_search_result,https://aventis-advisors.com/about;https://aventis-advisors.com/about-us;https://aventis-advisors.com/approach;https://aventis-advisors.com/companies;https://aventis-advisors.com/how-we-invest;https://aventis-advisors.com/investment-thesis;https://aventis-advisors.com/investments;https://aventis-advisors.com/our-approach;https://aventis-advisors.com/our-companies;https://aventis-advisors.com/our-strategy;https://aventis-advisors.com/philosophy;https://aventis-advisors.com/portfolio;https://aventis-advisors.com/process;https://aventis-advisors.com/software-valuation-multiples;https://aventis-advisors.com/strategy;https://aventis-advisors.com/team;https://aventis-advisors.com/thesis;https://aventis-advisors.com/what-we-do;https://aventis-advisors.com/why-us,duckduckgo:target-003-smv,SMV,capital provider / fund / acquirer / platform,high,promoted,2026-05-24
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,B2B BNPL,,,,https://www.ratiotech.com,unknown,public_web,,,,,,,,,candidate_evidence,,Public-web discovery result from query: revenue based financing SaaS non dilutive capital providers. Confirm source text before promotion. Promoted as SMV candidate from https://www.ratiotech.com with 2 source-backed bucket claims. Human review required before paper use.,intake-web-0fb20f2398dd,web_search_result,https://www.ratiotech.com,duckduckgo:target-006-instrument,SMV,capital provider / fund / acquirer / platform,high,promoted,2026-05-24
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,Buy & Sell Profitable Online Businesses,,,,https://acquire.com,unknown,public_web,,,,,,,,,needs_verification,,Public-web discovery result from query: software holding company acquire bootstrapped SaaS founders permanent home. Confirm source text before promotion. Intake promotion agent marked duplicate: duplicate entity domain: https://acquire.com/,intake-web-c6dc0320b259,web_search_result,https://acquire.com,duckduckgo:target-004-smv,SMV,capital provider / fund / acquirer / platform,high,duplicate,2026-05-24
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,Local Government Software,,,,https://opengov.com,unknown,public_web,,,,,,,,,candidate_evidence,,Public-web discovery result from query: software holding company acquire bootstrapped SaaS founders permanent home. Confirm source text before promotion. Intake promotion agent needs more source support: no sufficiently specific non-unicorn asset-class fit found; 2 bucket signals required | Rescue: appended 18 sub-page URLs and requeued. Promoted as Patient Capital candidate from https://opengov.com with 3 source-backed bucket claims. Human review required before paper use.,intake-web-d2ae5ba45452,web_search_result,https://opengov.com;https://opengov.com/about;https://opengov.com/about-us;https://opengov.com/approach;https://opengov.com/companies;https://opengov.com/how-we-invest;https://opengov.com/investment-thesis;https://opengov.com/investments;https://opengov.com/our-approach;https://opengov.com/our-companies;https://opengov.com/our-strategy;https://opengov.com/philosophy;https://opengov.com/portfolio;https://opengov.com/process;https://opengov.com/strategy;https://opengov.com/team;https://opengov.com/thesis;https://opengov.com/what-we-do;https://opengov.com/why-us,duckduckgo:target-004-smv,SMV,capital provider / fund / acquirer / platform,high,promoted,2026-05-24
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,SaaS Valuation Multiples 2026,,,,https://windsordrake.com/saas-valuation-multiples,unknown,public_web,,,,,,,,,candidate_evidence,,Public-web discovery result from query: vertical SaaS capital efficient growth equity seed Series A not growth at all costs. Confirm source text before promotion. Promoted as SMV candidate from https://windsordrake.com/saas-valuation-multiples with 4 source-backed bucket claims. Human review required before paper use.,intake-web-7ddddc8a50cd,web_search_result,https://windsordrake.com/saas-valuation-multiples,duckduckgo:target-003-smv,SMV,capital provider / fund / acquirer / platform,high,promoted,2026-05-25
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,Patient Capital,,,,https://acumen.org/patient-capital,unknown,public_web,,,,,,,,,needs_verification,,Public-web discovery result from query: patient capital evergreen fund founders no forced exit software. Confirm source text before promotion. Intake promotion agent marked duplicate: duplicate entity domain: https://acumen.org/,intake-web-2737a4b00177,web_search_result,https://acumen.org/patient-capital,duckduckgo:target-007-patient-capital,Patient Capital,patient capital provider / evergreen fund / holding company,high,duplicate,2026-05-25
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,Solo Founder AI Tools,,,,https://entrepreneurloop.com/solo-founder-ai-tools,unknown,public_web,,,,,,,,,candidate_evidence,,Public-web discovery result from query: indie hacker fund AI micro venture solo founder capital. Confirm source text before promotion. Promoted as LMV candidate from https://entrepreneurloop.com/solo-founder-ai-tools with 5 source-backed bucket claims. Human review required before paper use.,intake-web-855b43aed810,web_search_result,https://entrepreneurloop.com/solo-founder-ai-tools,duckduckgo:target-008-lmv,LMV,LMV capital provider / indie fund / AI-native micro venture platform,medium,promoted,2026-05-26
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,Search Fund Resources,,,,https://smash.vc/search-fund,unknown,public_web,,,,,,,,,candidate_evidence,,Public-web discovery result from query: search fund investors entrepreneurship through acquisition list. Confirm source text before promotion. Promoted as Search/ETA candidate from https://smash.vc/search-fund with 5 source-backed bucket claims. Human review required before paper use.,intake-web-092a3a7841a1,web_search_result,https://smash.vc/search-fund,duckduckgo:target-009-search-eta,Search/ETA,search fund investor / ETA platform / acquisition community,high,promoted,2026-05-26
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,What Is a Venture Studio? The Venture Studio Model Explained,,,,https://futuresight.ventures/what-is-a-venture-studio,unknown,public_web,,,,,,,,,candidate_evidence,,Public-web discovery result from query: venture studio startup foundry company builder shared infrastructure. Confirm source text before promotion. Promoted as Portfolio Capital candidate from https://futuresight.ventures/what-is-a-venture-studio with 4 source-backed bucket claims. Human review required before paper use.,intake-web-2bdbbbb15d01,web_search_result,https://futuresight.ventures/what-is-a-venture-studio,duckduckgo:target-010-portfolio-capital,Portfolio Capital,venture studio,high,promoted,2026-05-26
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,The Quiet Rise of Profitable Indie Hackers in 2026,,,,https://upstartzen.com/quiet-rise-profitable-indie-hackers,unknown,public_web,,,,,,,,,candidate_evidence,,Public-web discovery result from query: indie hacker fund AI micro venture solo founder capital. Confirm source text before promotion. Promoted as LMV candidate from https://upstartzen.com/quiet-rise-profitable-indie-hackers with 3 source-backed bucket claims. Human review required before paper use.,intake-web-83402a0747b1,web_search_result,https://upstartzen.com/quiet-rise-profitable-indie-hackers,duckduckgo:target-008-lmv,LMV,LMV capital provider / indie fund / AI-native micro venture platform,medium,promoted,2026-05-27
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,Indie Hacker Success Stories Database,,,,https://www.mrrstory.com/stories,unknown,public_web,,,,,,,,,candidate_evidence,,Public-web discovery result from query: indie hacker fund AI micro venture solo founder capital. Confirm source text before promotion. Promoted as LMV candidate from https://www.mrrstory.com/stories with 3 source-backed bucket claims. Human review required before paper use.,intake-web-1b37b6084f6b,web_search_result,https://www.mrrstory.com/stories,duckduckgo:target-008-lmv,LMV,LMV capital provider / indie fund / AI-native micro venture platform,medium,promoted,2026-05-27
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,ETA,,,,https://www.searchfund.org/search,unknown,public_web,,,,,,,,,candidate_evidence,,Public-web discovery result from query: search fund investors entrepreneurship through acquisition list. Confirm source text before promotion. Intake promotion agent needs more source text: no fetched direct source text available for intake lead Promoted as Search/ETA candidate from https://www.searchfund.org/search with 3 source-backed bucket claims. Human review required before paper use.,intake-web-097d8cea5ddb,web_search_result,https://www.searchfund.org/search,duckduckgo:target-009-search-eta,Search/ETA,software acquisition firm,high,promoted,2026-05-27
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,Vibe Coding for Solo Founders and Indie Hackers,,,,https://vibecodingauthority.com/vibe-coding-for-solo-founders,unknown,public_web,,,,,,,,,candidate_evidence,,Public Promoted as LMV candidate from https://vibecodingauthority.com/vibe-coding-for-solo-founders with 3 source-backed bucket claims. Human review required before paper use.,intake-web-ec1160eac9cb,web_search_result,https://vibecodingauthority.com/vibe-coding-for-solo-founders,duckduckgo:target-008-lmv,LMV,LMV capital provider / indie fund / AI-native micro venture platform,medium,promoted,2026-05-27
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,AI SaaS Acquisition Firm from IBM Veterans,,,,https://www.infigos.com/about,unknown,public_web,,,,,,,,,needs_verification,,Public-web discovery result from query: micro private equity SaaS acquisition holding company. Confirm source text before promotion. Intake promotion agent needs more source support: target class SMV has only 1 source-text bucket signal(s); 2 required | Rescue: appended 17 sub-page URLs and requeued.,intake-web-28a3978858ef,web_search_result,https://www.infigos.com/about;https://www.infigos.com/about-us;https://www.infigos.com/approach;https://www.infigos.com/companies;https://www.infigos.com/how-we-invest;https://www.infigos.com/investment-thesis;https://www.infigos.com/investments;https://www.infigos.com/our-approach;https://www.infigos.com/our-companies;https://www.infigos.com/our-strategy;https://www.infigos.com/philosophy;https://www.infigos.com/portfolio;https://www.infigos.com/process;https://www.infigos.com/strategy;https://www.infigos.com/team;https://www.infigos.com/thesis;https://www.infigos.com/what-we-do;https://www.infigos.com/why-us,duckduckgo:target-005-smv,SMV,software acquisition firm,high,needs_more_source,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,The Venture Studio Model,,,,https://swiftcapital.vc/venture-studio-model,unknown,public_web,,,,,,,,,needs_verification,,Public-web discovery result from query: venture studio company creation company formation studio equity venture builder vertical saas. Confirm source text before promotion. Intake promotion agent needs more source text: no fetched direct source text available for intake lead | Rescue: appended 18 sub-page URLs and requeued.,intake-web-cd3d166ec57b,web_search_result,https://swiftcapital.vc/about;https://swiftcapital.vc/about-us;https://swiftcapital.vc/approach;https://swiftcapital.vc/companies;https://swiftcapital.vc/how-we-invest;https://swiftcapital.vc/investment-thesis;https://swiftcapital.vc/investments;https://swiftcapital.vc/our-approach;https://swiftcapital.vc/our-companies;https://swiftcapital.vc/our-strategy;https://swiftcapital.vc/philosophy;https://swiftcapital.vc/portfolio;https://swiftcapital.vc/process;https://swiftcapital.vc/strategy;https://swiftcapital.vc/team;https://swiftcapital.vc/thesis;https://swiftcapital.vc/venture-studio-model;https://swiftcapital.vc/what-we-do;https://swiftcapital.vc/why-us,duckduckgo:target-016-portfolio-capital,Portfolio Capital,venture studio,medium,needs_more_source,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,The Calm Company Fund Investment Thesis,,,,https://calmfund.com/thesis,unknown,public_web,,,,,,,,,needs_verification,,Public-web discovery result from query: bootstrapped SaaS calm company profitable indie founder community capital revenue. Confirm source text before promotion. Intake promotion agent marked duplicate: duplicate entity domain: https://calmfund.com/,intake-web-6b562d6d8bf4,web_search_result,https://calmfund.com/thesis,duckduckgo:target-023-lmv,LMV,LMV capital provider / indie fund / AI-native micro venture platform,medium,duplicate,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,"Wefunder,  ...",,,,https://wefunder.com/calmfund,unknown,public_web,,,,,,,,,needs_verification,,Public-web discovery result from query: bootstrapped SaaS calm company profitable indie founder community capital revenue. Confirm source text before promotion. Intake promotion agent needs more source text: no fetched direct source text available for intake lead | Rescue: appended 18 sub-page URLs and requeued.,intake-web-8d6a9217f42e,web_search_result,https://wefunder.com/about;https://wefunder.com/about-us;https://wefunder.com/approach;https://wefunder.com/calmfund;https://wefunder.com/companies;https://wefunder.com/how-we-invest;https://wefunder.com/investment-thesis;https://wefunder.com/investments;https://wefunder.com/our-approach;https://wefunder.com/our-companies;https://wefunder.com/our-strategy;https://wefunder.com/philosophy;https://wefunder.com/portfolio;https://wefunder.com/process;https://wefunder.com/strategy;https://wefunder.com/team;https://wefunder.com/thesis;https://wefunder.com/what-we-do;https://wefunder.com/why-us,duckduckgo:target-023-lmv,LMV,LMV capital provider / indie fund / AI-native micro venture platform,medium,needs_more_source,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,Startup Financing,,,,https://www.lightercapital.com/how-it-works,unknown,public_web,,,,,,,,,needs_verification,,Public-web discovery result from query: revenue based financing alternative venture capital growth founder friendly software. Confirm source text before promotion. Intake promotion agent marked duplicate: duplicate entity domain: https://www.lightercapital.com/,intake-web-097e0745e181,web_search_result,https://www.lightercapital.com/how-it-works,duckduckgo:target-025-smv,SMV,capital provider / fund / acquirer / platform,high,duplicate,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,Explore Our SaaS M&A Deal Database,,,,https://softwareequity.com/saas-ma-deal-database,unknown,public_web,,,,,,,,,candidate_evidence,,Public-web discovery result from query: serial software acquirer holding company permanent buyer vertical SaaS B2B. Confirm source text before promotion. Intake promotion agent needs more source support: source text does not directly support the entity role | Rescue: appended 18 sub-page URLs and requeued. Promoted as Patient Capital candidate from https://softwareequity.com/team with 2 source-backed bucket claims. Human review required before paper use.,intake-web-5ea1373d8e10,web_search_result,https://softwareequity.com/about;https://softwareequity.com/about-us;https://softwareequity.com/approach;https://softwareequity.com/companies;https://softwareequity.com/how-we-invest;https://softwareequity.com/investment-thesis;https://softwareequity.com/investments;https://softwareequity.com/our-approach;https://softwareequity.com/our-companies;https://softwareequity.com/our-strategy;https://softwareequity.com/philosophy;https://softwareequity.com/portfolio;https://softwareequity.com/process;https://softwareequity.com/saas-ma-deal-database;https://softwareequity.com/strategy;https://softwareequity.com/team;https://softwareequity.com/thesis;https://softwareequity.com/what-we-do;https://softwareequity.com/why-us,duckduckgo:target-026-portfolio-capital,Portfolio Capital,venture studio / startup studio / software holding company,high,promoted,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,SaaS M&A transaction services,,,,https://www.acquiry.com/saas-acquisitions,unknown,public_web,,,,,,,,,needs_verification,,Public-web discovery result from query: serial software acquirer holding company permanent buyer vertical SaaS B2B. Confirm source text before promotion. Intake promotion agent needs more source support: source text does not directly support the entity role | Rescue: appended 18 sub-page URLs and requeued.,intake-web-7c1423d5b2bb,web_search_result,https://www.acquiry.com/about;https://www.acquiry.com/about-us;https://www.acquiry.com/approach;https://www.acquiry.com/companies;https://www.acquiry.com/how-we-invest;https://www.acquiry.com/investment-thesis;https://www.acquiry.com/investments;https://www.acquiry.com/our-approach;https://www.acquiry.com/our-companies;https://www.acquiry.com/our-strategy;https://www.acquiry.com/philosophy;https://www.acquiry.com/portfolio;https://www.acquiry.com/process;https://www.acquiry.com/saas-acquisitions;https://www.acquiry.com/strategy;https://www.acquiry.com/team;https://www.acquiry.com/thesis;https://www.acquiry.com/what-we-do;https://www.acquiry.com/why-us,duckduckgo:target-026-portfolio-capital,Portfolio Capital,venture studio / startup studio / software holding company,high,needs_more_source,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,Roll-Up Strategy 2026,,,,https://ctacquisitions.com/roll-up-strategy-guide-2026,unknown,public_web,,,,,,,,,candidate_evidence,,Public-web discovery result from query: roll up acquisition platform SMB services HVAC plumbing dental veterinary. Confirm source text before promotion. Promoted as Search/ETA candidate from https://ctacquisitions.com/roll-up-strategy-guide-2026 with 2 source-backed bucket claims. Human review required before paper use.,intake-web-b90f58647d3f,web_search_result,https://ctacquisitions.com/roll-up-strategy-guide-2026,duckduckgo:target-027-portfolio-capital,Portfolio Capital,venture studio / startup studio / software holding company,medium,promoted,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,Investments,,,,https://www.whitehouse.gov/investments,unknown,public_web,,,,,,,,,candidate_evidence,,Public-web discovery result from query: state owned investment fund strategic industrial technology national champion. Confirm source text before promotion. Promoted as Sovereign Capital candidate from https://www.whitehouse.gov/investments with 2 source-backed bucket claims. Human review required before paper use.,intake-web-3fa848ed5f55,web_search_result,https://www.whitehouse.gov/investments,duckduckgo:target-028-sovereign-capital,Sovereign Capital,sovereign or public strategic capital provider,high,promoted,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,What Is an Independent Sponsor? 2026 Guide to Fundless Sponsors in M&A,,,,https://ctacquisitions.com/what-is-an-independent-sponsor,unknown,public_web,,,,,,,,,needs_verification,,Public-web discovery result from query: independent sponsor fundless sponsor private equity acquire single business no committed fund. Confirm source text before promotion. Intake promotion agent marked duplicate: duplicate entity domain: https://ctacquisitions.com/roll-up-strategy-guide-2026,intake-web-990c67859580,web_search_result,https://ctacquisitions.com/what-is-an-independent-sponsor,duckduckgo:target-031-search-eta,Search/ETA,search fund investor / ETA platform / acquisition community,medium,duplicate,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,Founder Programs,,,,https://500.co/founders,unknown,public_web,,,,,,,,,candidate_evidence,,Public-web discovery result from query: bootcamp accelerator alternative capital revenue financing fellowship founder grant. Confirm source text before promotion. Intake promotion agent needs more source support: source text does not directly support the entity role | Rescue: appended 18 sub-page URLs and requeued. Intake promotion agent needs more source support: source text does not directly support the entity name Promoted as Patient Capital candidate from https://500.co/founders with 6 source-backed bucket claims. Human review required before paper use.,intake-web-2cef458425ec,web_search_result,https://500.co/about;https://500.co/about-us;https://500.co/approach;https://500.co/companies;https://500.co/founders;https://500.co/how-we-invest;https://500.co/investment-thesis;https://500.co/investments;https://500.co/our-approach;https://500.co/our-companies;https://500.co/our-strategy;https://500.co/philosophy;https://500.co/portfolio;https://500.co/process;https://500.co/strategy;https://500.co/team;https://500.co/thesis;https://500.co/what-we-do;https://500.co/why-us,duckduckgo:target-036-smv,SMV,capital provider / fund / acquirer / platform,low,promoted,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,FELLOWSHIP,,,,https://www.futurefounders.com/fellowship,unknown,public_web,,,,,,,,,needs_verification,,Public-web discovery result from query: bootcamp accelerator alternative capital revenue financing fellowship founder grant. Confirm source text before promotion. Intake promotion agent needs more source text: no fetched direct source text available for intake lead | Rescue: appended 18 sub-page URLs and requeued.,intake-web-f94805e83d64,web_search_result,https://www.futurefounders.com/about;https://www.futurefounders.com/about-us;https://www.futurefounders.com/approach;https://www.futurefounders.com/companies;https://www.futurefounders.com/fellowship;https://www.futurefounders.com/how-we-invest;https://www.futurefounders.com/investment-thesis;https://www.futurefounders.com/investments;https://www.futurefounders.com/our-approach;https://www.futurefounders.com/our-companies;https://www.futurefounders.com/our-strategy;https://www.futurefounders.com/philosophy;https://www.futurefounders.com/portfolio;https://www.futurefounders.com/process;https://www.futurefounders.com/strategy;https://www.futurefounders.com/team;https://www.futurefounders.com/thesis;https://www.futurefounders.com/what-we-do;https://www.futurefounders.com/why-us,duckduckgo:target-036-smv,SMV,capital provider / fund / acquirer / platform,low,needs_more_source,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,7 Actionable Bootstrapped SaaS Success Stories & Playbooks for 2025,,,,https://saasoperations.com/bootstrapped-saas-success-stories,unknown,public_web,,,,,,,,,candidate_evidence,,Public-web discovery result from query: bootstrapped SaaS calm company profitable indie founder community capital revenue. Confirm source text before promotion. Intake promotion agent needs more source text: no fetched direct source text available for intake lead | Rescue: appended 18 sub-page URLs and requeued. Promoted as LMV candidate from https://saasoperations.com/bootstrapped-saas-success-stories with 3 source-backed bucket claims. Human review required before paper use.,intake-web-c2fb2bc26ec0,web_search_result,https://saasoperations.com/about;https://saasoperations.com/about-us;https://saasoperations.com/approach;https://saasoperations.com/bootstrapped-saas-success-stories;https://saasoperations.com/companies;https://saasoperations.com/how-we-invest;https://saasoperations.com/investment-thesis;https://saasoperations.com/investments;https://saasoperations.com/our-approach;https://saasoperations.com/our-companies;https://saasoperations.com/our-strategy;https://saasoperations.com/philosophy;https://saasoperations.com/portfolio;https://saasoperations.com/process;https://saasoperations.com/strategy;https://saasoperations.com/team;https://saasoperations.com/thesis;https://saasoperations.com/what-we-do;https://saasoperations.com/why-us,duckduckgo:target-023-lmv,LMV,LMV capital provider / indie fund / AI-native micro venture platform,medium,promoted,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,Salesforce,,,,https://www.salesforce.com/,unknown,public_web,,,,,,,,,candidate_evidence,,Extracted from heading on https://softwareequity.com/top-strategic-buyers (Top strategic software buyers). Verify own-site self-description before promotion. Promoted as SMV candidate from https://www.salesforce.com/ with 3 source-backed bucket claims. Human review required before paper use.,intake-art-597080872190,article_extraction,https://www.salesforce.com/;https://softwareequity.com/top-strategic-buyers,article:softwareequity_top_buyers,Portfolio Capital,article-listed Portfolio Capital candidate,medium,promoted,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,ServiceNow,,,,https://www.servicenow.com/,unknown,public_web,,,,,,,,,needs_verification,,Extracted from heading on https://softwareequity.com/top-strategic-buyers (Top strategic software buyers). Verify own-site self-description before promotion. Intake promotion agent needs more source support: source text or URL does not support the entity website/domain,intake-art-d419c6754f26,article_extraction,https://www.servicenow.com/;https://softwareequity.com/top-strategic-buyers,article:softwareequity_top_buyers,Portfolio Capital,article-listed Portfolio Capital candidate,medium,needs_more_source,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,Hawk Infinity Software,,,,https://hawkinfinity.com/,unknown,public_web,,,,,,,,,candidate_evidence,,Extracted from heading on https://softwareequity.com/top-strategic-buyers (Top strategic software buyers). Verify own-site self-description before promotion. Promoted as SMV candidate from https://hawkinfinity.com/ with 2 source-backed bucket claims. Human review required before paper use.,intake-art-2e55a6da1a31,article_extraction,https://hawkinfinity.com/;https://softwareequity.com/top-strategic-buyers,article:softwareequity_top_buyers,Portfolio Capital,article-listed Portfolio Capital candidate,medium,promoted,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,IBM,,,,https://www.ibm.com/,unknown,public_web,,,,,,,,,candidate_evidence,,Extracted from heading on https://softwareequity.com/top-strategic-buyers (Top strategic software buyers). Verify own-site self-description before promotion. Intake promotion agent needs more source support: source text or URL does not support the entity website/domain Promoted as Patient Capital candidate from https://www.ibm.com/ with 5 source-backed bucket claims. Human review required before paper use.,intake-art-678772a3d5e3,article_extraction,https://www.ibm.com/;https://softwareequity.com/top-strategic-buyers,article:softwareequity_top_buyers,Portfolio Capital,article-listed Portfolio Capital candidate,medium,promoted,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,Motorola Solutions,,,,https://www.motorolasolutions.com/,unknown,public_web,,,,,,,,,candidate_evidence,,Extracted from heading on https://softwareequity.com/top-strategic-buyers (Top strategic software buyers). Verify own-site self-description before promotion. Intake promotion agent needs more source support: source text or URL does not support the entity website/domain Promoted as Patient Capital candidate from https://www.motorolasolutions.com/ with 5 source-backed bucket claims. Human review required before paper use.,intake-art-1c6f7f29eefd,article_extraction,https://www.motorolasolutions.com/;https://softwareequity.com/top-strategic-buyers,article:softwareequity_top_buyers,Portfolio Capital,article-listed Portfolio Capital candidate,medium,promoted,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,TrustMRR,,,,https://trustmrr.com/,unknown,public_web,,,,,,,,,candidate_evidence,,Extracted from heading on https://alignify.co/insights/indie-hackers (Indie hacker bootstrapped success stories 2026). Verify own-site self-description before promotion. Promoted as LMV candidate from https://alignify.co/insights/indie-hackers with 6 source-backed bucket claims. Human review required before paper use.,intake-art-86abd57f0148,article_extraction,https://trustmrr.com/;https://alignify.co/insights/indie-hackers,article:alignify_indie_hackers,LMV,article-listed LMV candidate,medium,promoted,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,Hacker News,,,,https://news.ycombinator.com/,unknown,public_web,,,,,,,,,needs_verification,,Extracted from heading on https://alignify.co/insights/indie-hackers (Indie hacker bootstrapped success stories 2026). Verify own-site self-description before promotion. Intake promotion agent needs more source support: source text or URL does not support the entity website/domain,intake-art-a6c2fa652ace,article_extraction,https://news.ycombinator.com/;https://alignify.co/insights/indie-hackers,article:alignify_indie_hackers,LMV,article-listed LMV candidate,medium,needs_more_source,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,Learn AI for Entrepreneurs,,,,https://findskill.ai/learn-ai-for-entrepreneurs,unknown,public_web,,,,,,,,,candidate_evidence,,Public-web discovery result from query: indie hacker fund AI micro venture solo founder capital. Confirm source text before promotion. Intake promotion agent needs more source text: no fetched direct source text available for intake lead Promoted as LMV candidate from https://findskill.ai/learn-ai-for-entrepreneurs with 5 source-backed bucket claims. Human review required before paper use.,intake-web-965003c60c1a,web_search_result,https://findskill.ai/learn-ai-for-entrepreneurs,duckduckgo:target-008-lmv,LMV,LMV capital provider / indie fund / AI-native micro venture platform,medium,promoted,2026-05-28
delete_from_queue,article title / generic term / podcast / personal name (not capital allocator),2026-05-28T21:49:18+00:00,entity_intake_queue.csv,,What Is Employee Ownership? A Guide for Business Owners,,,,https://bakerproject.org/esop-for-business-owners,unknown,public_web,,,,,,,,,needs_verification,,Public-web discovery result from query: employee ownership acquire small business patient capital convert ESOP SMB owners sell business. Confirm source text before promotion. Intake promotion agent needs more source text: no fetched direct source text available for intake lead,intake-web-f1d90a7ea295,web_search_result,https://bakerproject.org/esop-for-business-owners,duckduckgo:target-017-search-eta,Search/ETA,search fund investor / ETA platform / acquisition community,medium,needs_more_source,2026-05-28
