fund_id,name,tier,asset_class,confidence,flag,evidence_url,tech_enabled
tolomato,Tolomato,verified,Studio,med,"2026-06-17 admitted: permanent-capital holdco that also builds from scratch (GoWP, Quickly Hire SaaS, the402.ai AI marketplace); anti-PL core 'No fund timeline. No exit clock.'; 3 named holdings. Tech=partial (B2B-services framing, software/AI products).",https://tolomato.com/,partial
rhino-impact-fund,Rhino Impact Fund,verified,Impact Capital,med,"2026-06-17 admitted as inaugural Impact Capital: Sudan's first equity (pre-seed/seed) impact VC; anti-PL core ('Why the Rhino?') 'we don't chase unicorns we build Rhinos' + 'Built to last, not just to exit'; portfolio Enigma AI (AI DeepTech), Nil Pay (FinTech), Tejan (FemTech); DFI-backed (DGGF/AfDB/GIZ/KfW/UNDP). Tech=partial (portfolio tech; thesis impact-generic).",https://rhino.investments/,partial
round2-capital-partners,Round2 Capital Partners,verified,Nimble,med,"2026-06-17 admitted (Task-2 discovery, adversarially re-verified): anti-PL 'Focus on achieving steady, long-term growth rather than short-term, unsustainable growth'; portfolio: 40 named holdings incl. Testbirds, Friendsurance, Nect, EvoluteIQ, Avallain, Phyron, DRACO. tech=yes.",https://round2cap.com/,yes
cypress-growth-capital,Cypress Growth Capital,verified,Nimble,med,"2026-06-17 admitted (Task-2 discovery, adversarially re-verified): anti-PL 'Our capital approach does not require a liquidity event for success. Each investment is tailored as flexible, '; portfolio: Active: Veil Sun, Elevate Services Group, Customer Insights.ai, Envoy America, Xcelocloud,. tech=yes.",https://cypressgrowthcapital.com/,yes
long-term-impact,Long Term Impact,verified,Impact Capital,med,"2026-06-17 admitted (Task-2 discovery, adversarially re-verified): anti-PL 'We believe that high impact doesn't necessarily mean fast growth. ... We are under no outside pressure to gain'; portfolio: Evision Academy, Once, Short Answer, Hilight, Struggly, Reflection Sciences, MathTrack Ins. tech=partial.",https://longtermimpact.com/,partial
upright-capital,Upright Capital,verified,SMV,med,"2026-06-17 admitted (Task-2 discovery, adversarially re-verified): anti-PL 'We invest in companies that grow too steadily for venture capital and are too small for traditional private eq'; portfolio: SES Family, Framna, Shape Games (shown as ""Portfolio Companies""); about page: ""13 Company . tech=yes.",https://upright.capital/,yes
sandbox-ventures,Sandbox.Ventures,verified,Studio,med,"2026-06-17 admitted (Task-2 discovery, adversarially re-verified): anti-PL '100 horses instead of one unicorn. We build a portfolio of practical SaaS products — multiple sustainable succ'; portfolio: Nemboks.dk (Danish Digital Post forwarding), Finscale (merchant onboarding/KYC compliance . tech=yes.",https://www.sandbox.ventures/,yes
kiko-ventures,Kiko Ventures,verified,Permanent,med,"2026-06-17 admitted (Task-2 discovery, adversarially re-verified): anti-PL 'the evergreen cleantech venture investor for science based businesses ... permanent capital that provides the '; portfolio: AirForestry, Alithic, Barocal, Bramble Energy, C-Capture, First Light Fusion, Hysata, Magn. tech=yes.",https://kiko.vc/,yes
blue-footed-investments,Blue Footed Investments,verified,Permanent,med,"2026-06-17 admitted (Task-2 review-pile, operator-directed): ~25 named healthtech holdings (Accompany Health, Dialyze Direct, Akido); decades-not-quarters permanent framing. Some holdings are care-delivery services (tech leans partial).",https://bluefootedinvestments.com/,yes
inverse-collective,Inverse Collective,in_disguise,Studio,low,"2026-06-17 admitted (Task-2 review-pile, operator-directed): possible build-and-own AI studio (Elder Voice, JellyPal; solo founder, thin). Flagged in_disguise per operator; class uncertain.",https://www.inversecollective.com/,yes
enough-ventures,Enough Ventures,self_id,Impact Capital,low,"2026-06-17 admitted (Task-2 review-pile, operator-directed): impact tech fund; redeemable-warrant/RBF; anti-unicorn self-ID. PRE-DEAL (no named fund portfolio yet). Admitted as Impact Capital per operator.",https://www.enoughvc.com/,yes
soch-holdings,Soch Holdings,self_id,Permanent,low,"2026-06-17 admitted (Task-2 review-pile, operator-directed): permanent no-exit holdco; anonymous (""we do not publish holdings""), pre-deal/unverifiable footprint. Admitted as-is per operator.",https://sochholdings.com/,partial
perpetun,Perpetun,verified,Studio,med,"2026-06-17 build-and-own applied-AI venture studio (Annymo, Calma, Wabaki); anti-PL ""we think in decades, not quarters"" + ""10+ Year horizon"" = no-exit hold, not finite horizon. Admitted Studio per operator 2026-06-17.",https://perpetun.com/,yes
social-tech-ventures,Social Tech Ventures,in_disguise,Impact Capital,low,"2026-06-17 UK impact-tech fund, RBF+equity, first close done, NO named portfolio (pre-deal). Under Review (no class assigned yet). | 2026-06-18 operator-directed: Under Review -> Impact Capital (pre-deal: first close done, no named portfolio yet).",https://www.socialtechventures.vc/,yes
savana-fund,Savana Fund,in_disguise,Impact Capital,low,"2026-06-17 Africa tech-native fund, generational-horizon anti-PL, but thesis-only placeholder (no team/AUM/portfolio). Operator unsure it is Impact -> Under Review. | 2026-06-18 operator-directed Under Review -> Impact Capital (Africa tech-infra impact; anti-PL ""generational horizon, not quarterly noise""; pre-deal, no portfolio yet).",https://savana.fund/,yes
movens-capital,Movens Capital,in_disguise,SMV,med,"2026-06-18 admitted SMV IN_DISGUISE per Ethan: structural sub-unicorn (EUR60M Fund 2, EUR0.25-3M checks, EUR50M+ ARR target, CEE region) makes power-law math impossible. Tech-enabled (AI/ML 50%+, B2B software); allocator w/ named portfolio (Alokai/Vue Storefront, Packhelp, Talkie.ai, Certifier, SKY ENGINE AI). NO explicit anti-PL language - the fund math, not the words, classify it.",https://movenscapital.com/,yes
sequel-capital,Sequel Capital,verified,Nimble,high,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md),https://www.sequel-capital.com/,yes
ascendx-ventures,AscendX Ventures AG,self_id,Nimble,high,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md),https://ascendx.ventures/,yes
ltv-saas-fund,LTV SaaS Fund,verified,Nimble,medium,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md),https://ltv.fund/,yes
redbud-vc,Redbud VC,verified,Nimble,high,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md),https://redbud.beehiiv.com/,yes
the2410,The2410,self_id,Nimble,medium,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md),https://2410.ee/,yes
futurefirst,FutureFirst,verified,Nimble,high,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md),https://www.futurefirst.vc/,yes
mirai-ventures,Mirai Ventures,self_id,Nimble,medium,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md),https://miraiventures.substack.com/,yes
firstfounders,FirstFounders (F2),verified,Nimble,medium,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md),https://firstfounders.co/,yes
napkin-ventures,Napkin Ventures,self_id,Nimble,medium,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md),https://www.napkinventures.fund/,yes
favcy-bts,Favcy Build-to-Sell,verified,Nimble,high,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md),https://www.favcybts.com/,yes
cocreatd,Cocreatd,verified,Nimble,high,added 2026-07-02 liquidity-horizon curation (verified; see docs/research/fast_exit_liquidity_lens_2026-06-27.md),https://www.cocreatd.com/,yes
