lead_id,verdict,page_type,self_described_class,class_match,final_action,note
intake-curated9-4ac5815c110f,unverifiable,other,none,False,keep_flag_unverifiable,DNS does not resolve for www.anglo-saxon-capital.com ('The remote name could not be resolved'); cannot review self-description.
intake-curated9-25c910835d2c,unverifiable,other,none,False,keep_flag_unverifiable,DNS does not resolve for www.searchinvestmentfund.com ('The remote name could not be resolved'); no homepage available to audit.
intake-curated9-a41302eddaea,unverifiable,other,none,False,keep_flag_unverifiable,"vsc.ventures DNS does not resolve; the parent VSC at vsc.co self-describes only as 'Award Winning Public Relations', so a venture arm cannot be confirmed from the lead URL."
intake-curated9-ac9375761649,unverifiable,other,none,False,keep_flag_unverifiable,www.vista-search.com fails TLS (ERR_TLS_CERT_ALTNAME_INVALID) and returns 404 on alternate fetches; no readable homepage to judge allocator status or class.
intake-curated9-27622d202c5b,junk_not_allocator,other,none,False,confirmed_junk,"endeavor-capital.com is a parked domain: homepage immediately redirects to /lander serving the GoDaddy parking script ('window.LANDER_SYSTEM=""PW""', '_trfd...ap:""parking""'); no real firm at this URL."
intake-curated9-8888b328a251,unverifiable,other,none,False,keep_flag_unverifiable,"Site refuses connection (ECONNREFUSED on multiple attempts); no web hits found for 'trishcapital.com' or a fundless sponsor named Trish Capital — only similarly-named unrelated firms (Trishani, Trisha, Tri-Cap, Trive)."
intake-curated9-1cbee8dbeb56,genuine_misclassified,allocator,Portfolio Capital,False,keep_flag_classification,"Per press: 'Marlin Heritage, L.P., with $400 million of limited partner capital commitments... targets transactions in the lower middle market' across tech/services/healthcare/consumer/manufacturing — a standard lower-mid-market PE fund (Ma"
intake-curated9-6a7b8fc322aa,genuine_misclassified,allocator,Portfolio Capital,False,keep_flag_classification,"Described as 'a private investment firm established in 2000 to invest both actively and passively in a broad range of asset classes,' with Sherman Capital Holdings as its 'private investment arm... focus on value-added manufacturing or indu"
intake-curated9-674a643e2e2c,unverifiable,other,none,False,keep_flag_unverifiable,trovecap.com returns ERR_TLS_CERT_ALTNAME_INVALID; the search-fund firm in this space is actually 'Trouvé Capital' at trouvecapital.com — no evidence trovecap.com is a search-fund investor; could be defunct or a different entity.
intake-curated9-d42b066ab653,genuine_correct,allocator,Patient Capital,True,keep_promotion_eligible,"Foundation 'makes program related investments (PRIs) in the form of equity, convertible debt, revenue based financing agreements, and loans' and has '100% mission-related investment strategy' — a mission/impact long-hold allocator, classic "
intake-curated9-b0ac66a933bc,genuine_correct,allocator,Patient Capital,True,keep_promotion_eligible,'Faith-driven impact investment fund' with an 'evergreen fund... debt-led investment strategy to offer catalytic capital' plus a private equity fund — evergreen + catalytic + faith-driven impact is squarely Patient Capital.
intake-curated9-53c88d3612b9,junk_not_allocator,consultancy_or_advisor,none,False,confirmed_junk,"Self-described as a 'sustainable and impact investment advisory firm... wealth management firm' that 'works with families and individuals, foundations and endowments... to develop and manage customized investment strategies' — an RIA managi"
intake-curated9-3646eb2ae360,genuine_misclassified,allocator,LMV,False,keep_flag_classification,"'Early-stage VC fund investing in women-led businesses improving environmental and/or human health,' Fund I $19.1M and Fund II $35M — a small seed-stage impact VC fund (LMV territory: micro/indie fund with mission tilt), not permanent/everg"
intake-curated9-0d9e9f63b05d,genuine_misclassified,allocator,UVC,False,keep_flag_classification,"Homepage: 'We invest early in diverse founders... across software 3.0' — classic early-stage VC, not Patient Capital."
intake-curated9-1d6babdf0853,genuine_misclassified,allocator,UVC,False,keep_flag_classification,"Homepage: 'an early stage venture capital fund investing in consumer technology companies led by women' — explicitly VC, not Patient Capital."
intake-curated9-151ac2f77a8c,junk_not_allocator,product_or_saas,none,False,confirmed_junk,"Homepage: 'Your trusted transit technology partner' — operating transit-software vendor, deploys no capital."
intake-curated9-d44c4dbf6d17,unverifiable,other,none,False,keep_flag_unverifiable,tritech.com homepage refused connection (ECONNREFUSED); cannot read self-description from primary source.
intake-curated9-a42761a5156d,genuine_correct,allocator,Portfolio Capital,True,keep_promotion_eligible,Homepage: 'Halma is a group of 50 small to medium-sized companies' with '7 acquisitions in FY25' — acquisitive holdco = Portfolio Capital.
intake-curated9-f5fe47aebede,unverifiable,allocator,Portfolio Capital,True,keep_flag_unverifiable,"ropertech.com homepage and /about-roper both timed out repeatedly; primary self-description not readable (Wikipedia calls it a 'holding company that owns companies', so likely Portfolio Capital, but homepage unread)."
intake-curated9-928e6c9489af,genuine_correct,allocator,Portfolio Capital,True,keep_promotion_eligible,berkshirehathaway.com homepage exposes 'Links to Berkshire Operating Companies' / 'Annual & Interim Reports' — classic permanent-capital holdco structure consistent with Portfolio Capital.
intake-curated9-80ea9b699bf1,unverifiable,other,none,False,keep_flag_unverifiable,transindustries.com returned empty page content; no homepage self-description available to judge allocator status.
intake-curated9-a527d72448a4,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,"Homepage 403'd but external evidence shows CalSTRS 'managed a portfolio worth $367.7 billion' across equities, bonds, real estate as a public teachers pension."
intake-curated9-154261208a2c,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,AP6 site redirected to AP2; per the migration page AP6 'through their investments in risk capital generated good returns to the pension system' as part of Sweden's pension buffer system — public-pension allocator now folded into AP2.
intake-curated9-4c1c9d39b259,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,Homepage 403'd but Wikipedia describes it as 'an independently managed sovereign wealth fund established in 2006' with A$289.4B AUM investing in companies and VC funds.
intake-curated10-5732060311d0,unverifiable,other,none,False,keep_flag_unverifiable,"Google Sites shell showing only 'HCDP LLC' header with navigation/embedded-files links; no business description, mission, or portfolio visible on home or /about."
intake-curated10-0e9c74583c4c,unverifiable,other,none,False,keep_flag_unverifiable,Homepage renders only the title 'Compounding Labs' with no descriptive text; /about returns 404 and external search hit nothing usable — cannot confirm holdco/fund status.
intake-curated10-09071ecaf686,junk_not_allocator,product_or_saas,none,False,confirmed_junk,"Self-describes as 'the most trusted honeymoon and cash registry site with nearly $1 billion gifted' — a consumer wedding-registry SaaS, not a capital allocator."
intake-curated10-5e38ff0e9487,genuine_correct,allocator,Patient Capital,True,keep_promotion_eligible,Homepage features a 'Selected Investments' section listing Jeff Bezos's personal portfolio companies across sectors — a personal/family-office permanent-capital allocator fitting Patient Capital.
intake-curated10-a97d8db8677f,genuine_correct,allocator,Patient Capital,True,keep_promotion_eligible,"Homepage 403'd; Wikipedia confirms Melinda French Gates's 'separate, independent organization' deploying capital via initiatives like the '$250 million in grants' Action for Women's Health competition — mission-driven LLC fits Patient Capit"
intake-curated10-10760503301d,unverifiable,other,none,False,keep_flag_unverifiable,"helionholdings.com renders only a parking placeholder ('helionholdings.com - helionholdings Resources and Information') with a loading image; no firm description on homepage, /about, /portfolio or /companies, and no Brave/DDG result identif"
intake-curated10-68552c321ca9,unverifiable,other,none,False,keep_flag_unverifiable,"cedarhill.partners returns ECONNREFUSED on every attempt and Brave search reports 'Too few matches' for the specific domain; multiple unrelated Cedar Hill entities exist (Cedar Hill Holdings real-estate debt FO, Cedar Hill Capital VC at ced"
intake-curated10-b84b0b9177f8,unverifiable,other,none,False,keep_flag_unverifiable,"mosswoodcapital.com (with and without www) returns ECONNREFUSED on every fetch attempt and Brave search reports 'Too few matches' for the firm; search engine surfaces unrelated entities (Mossrock Capital, Moss Capital Management, Mosswood P"
intake-curated10-71489fdb621e,genuine_misclassified,allocator,UVC,False,keep_flag_classification,bigwoodcapital.com TLS cert is broken (cannot fetch); per Brave search snippet Bigwood Capital is 'a private equity firm investing in rapidly growing private companies in North America and emerging markets... providing growth equity capital
intake-curated10-c2d839080c43,genuine_correct,allocator,Patient Capital,True,keep_promotion_eligible,"akoyacapital.com is JS-only (returns empty body via WebFetch) but Brave-indexed profile confirms 'Akoya targets founder-led businesses in the lower-to-middle market segment, specifically companies with $25-$200 million in revenue', Chicago-"
intake-curated10-3ed3ade6ae4f,genuine_misclassified,allocator,LMV,False,keep_flag_classification,trajectorycap.com returns ECONNREFUSED but Brave-indexed profile says Trajectory is a 'New York-based private equity firm' that 'targets enterprise technology companies with $2-10M in revenue' making 'both control and minority investments p
intake-curated10-4ad647e36e10,genuine_correct,allocator,SMV,True,keep_promotion_eligible,"feenixvp.com refuses connection but the firm lives at feenixpartners.com, where /about states they were 'established in 2017 to make strategic debt or hybrid investments in business-to-consumer, growth-oriented companies' and 'Our debt inve"
intake-curated10-d2a9b4207320,junk_not_allocator,consultancy_or_advisor,none,False,confirmed_junk,"forecastcapital.com is a Brazilian financial-services boutique whose tagline is 'Finanças podem ser simples, e nós fazemos simples' and whose four offerings are 'Mergers and Acquisitions, Structured Financing, Corporate Finance Consulting, "
intake-curated10-94c8a6f44aa4,genuine_correct,allocator,LMV,True,keep_promotion_eligible,Self-describes as 'Early-Stage Venture Capital' with thesis-driven motto 'History rhymes. Invest with reason' — early-stage operator-led fund fits LMV.
intake-curated10-d07bc35b9762,genuine_correct,allocator,LMV,True,keep_promotion_eligible,"'We are builders who invest in remarkable Founders from day zero' — operator-led day-zero seed allocator, fits LMV."
intake-curated10-cc850a4af8c6,unverifiable,other,none,False,keep_flag_unverifiable,"formcap.com returns no body content across homepage and /about — thin/JS-only or empty page, cannot judge."
intake-curated10-ed94a8f33f2d,unverifiable,other,none,False,keep_flag_unverifiable,"anchor.vc fails with ERR_TLS_CERT_ALTNAME_INVALID across all paths — homepage unreachable, cannot judge."
intake-curated10-a59b7c5c5380,genuine_misclassified,allocator,UVC,False,keep_flag_classification,"'M13 is an early-stage (seed and Series A) venture capital firm... building category-defining companies' — institutional multi-partner VC chasing category-defining outcomes, closer to UVC than LMV solo-GP."
intake-curated10-e5965ec004f6,genuine_misclassified,allocator,UVC,False,keep_flag_classification,"'Angel Investing At Venture Scale' with 1,000+ portfolio and 'over 30 of our investments have become unicorns' — explicitly unicorn-chasing scale investor, not LMV."
intake-curated10-7d81697a527f,unverifiable,other,none,False,keep_flag_unverifiable,"bedrock.com renders only a 'Bedrock' logo and mailto:info@bedrock.com — stub page with no descriptive content, cannot judge."
intake-curated10-4e9eb2ae2ebc,genuine_misclassified,allocator,UVC,False,keep_flag_classification,"Portfolio lists SpaceX, Stripe, Palantir, OpenAI, Anduril, Airbnb — flagship multi-stage unicorn-style VC, not contrarian LMV seed."
intake-curated10-234de1b62205,genuine_misclassified,allocator,UVC,False,keep_flag_classification,"NYC seed VC: 'Finding founders before they're famous'; portfolio shows Series A/B unicorn-track rounds (Casper, Warby Parker pedigree) — classic UVC, not LMV solo-GP/micro/indie."
intake-curated10-3c3cc1c1a170,unverifiable,other,none,False,keep_flag_unverifiable,Homepage and /about return empty content via WebFetch — JS-only or thin page; cannot judge allocator status or class.
intake-curated10-62b0b3831a04,genuine_misclassified,allocator,none,False,keep_flag_classification,"'Unlocking potential since 1994 through strategic investments across Private Equity, Credit, and Public Equities' — multi-strategy mid-market PE/credit, explicitly NOT a search fund or ETA investor."
intake-curated10-e2f874754a72,unverifiable,other,none,False,keep_flag_unverifiable,"Domain ardestacap.com fails DNS resolution / ECONNREFUSED — page unreachable, cannot judge."
intake-curated10-720f0002fe46,genuine_misclassified,allocator,none,False,keep_flag_classification,"'A provider of capital for the lower middle market' ($3.5B raised, 214 companies) — LMM private capital/equity+debt; homepage does not evidence Search/ETA self-description, closer to LMM PE outside the 6-class taxonomy."
intake-curated10-7493cb42e3d0,junk_not_allocator,consultancy_or_advisor,none,False,confirmed_junk,"'A leading, full-service M&A advisory firm for the middle-market' / 'all about selling businesses for maximum profit' — sell-side M&A advisor charging advisory fees, deploys no capital."
intake-curated10-1d889cc3da74,unverifiable,other,none,False,keep_flag_unverifiable,"Domain calibratesearchfund.com fails DNS resolution / ECONNREFUSED — page unreachable, cannot judge whether it is a real funded search fund."
intake-curated10-01c3b1b53c76,unverifiable,other,none,False,keep_flag_unverifiable,"Domain permequity.com fails DNS resolution / ECONNREFUSED — page unreachable; note well-known 'Permanent Equity' (Beshore) lives at permanentequity.com, so this lead's URL may be wrong."
intake-curated10-1b310d7ce233,junk_not_allocator,other,none,False,rescued_allocator,Homepage is a domain parking page: 'This domain may be for sale' with a JotForm — not an operating firm.
intake-curated10-334617839f9e,unverifiable,other,none,False,keep_flag_unverifiable,Homepage returns empty/blank content via WebFetch (likely JS-only or bot-blocked); no describable text retrievable.
intake-curated10-63f3617b76f0,unverifiable,other,none,False,keep_flag_unverifiable,Server returns ECONNREFUSED on both https and http — site appears down/unreachable; cannot judge.
intake-curated10-45f92ae39bab,unverifiable,other,none,False,keep_flag_unverifiable,"Page yields only '© 2018- Westhaven Capital LLC' — thin/dead, no business description."
intake-curated10-1109a58f22b4,unverifiable,other,none,False,keep_flag_unverifiable,"Connection closes unexpectedly on both root and /firm paths — likely JS-only or bot-blocked, no readable content."
intake-curated10-477521488032,unverifiable,other,none,False,keep_flag_unverifiable,Page renders only 'CSS Error' / 'Sorry to interrupt' with a Refresh button — no content; also note uk-futurefund.co.uk is not the official British Business Bank scheme domain.
intake-curated10-633a1b3e0f94,unverifiable,other,none,False,keep_flag_unverifiable,Korean homepage shows only '인터넷뱅킹 메인화면' (Internet Banking Main Screen); English variants 404 — no on-page evidence retrievable.
intake-curated10-499d6cbe2edd,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,"Italian state-owned development bank providing 'finanziamenti, strumenti di equity, garanzie e servizi di advisory' to enterprises and public administrations."
intake-curated10-7c973063905a,unverifiable,other,none,False,keep_flag_unverifiable,"Homepage ECONNREFUSED on multiple attempts; name 'Russell 20-20 Association' strongly suggests an investor network/forum (not an allocator), but page could not be loaded to confirm self-description."
intake-web-092a3a7841a1,junk_not_allocator,article_or_blog,none,False,confirmed_junk,"URL is a guide page on smash.vc reading as 'Complete ETA Guide' resource/listicle, not a firm; the actual allocator (Smash.vc) is a separate entity, this lead is the article URL."
intake-web-cd3d166ec57b,junk_not_allocator,article_or_blog,none,False,confirmed_junk,"Lead name 'The Venture Studio Model' and URL slug /venture-studio-model match an article/explainer page on swiftcapital.vc, not a venture studio firm entity; page returned empty content."
intake-web-f1d90a7ea295,junk_not_allocator,article_or_blog,none,False,confirmed_junk,"Lead name literally begins 'What Is Employee Ownership? A Guide' and URL /esop-for-business-owners is a guide article on bakerproject.org, not an investor/firm entity."
intake-round12-08bbd9718c58,genuine_correct,allocator,Patient Capital,True,keep_promotion_eligible,"Homepage states 'Long-term holders, not short-term operators. Not PE. Not venture. Not a search fund.' — owns Judicial Systems and Honestly outright; permanent holding company fits Patient Capital."
intake-round12-a1a32a88ecb0,genuine_correct,allocator,Patient Capital,True,keep_promotion_eligible,Self-describes as 'the preeminent employee ownership-focused private equity firm' executing ESOP buyouts — genuine allocator and Patient Capital (employee-ownership / steward-ownership) is the right class.
intake-round12-1106f122aa91,genuine_correct,allocator,Patient Capital,True,keep_promotion_eligible,"Page states 'Ocho Capital LLC and Ocho Investments LLC constitute a single family office' that 'hold positions indefinitely' — classic single family office / permanent capital, fits Patient Capital."
intake-round12-c4a8fe755555,genuine_correct,allocator,SMV,True,keep_promotion_eligible,"Homepage calls itself 'Your capital partner' with 'Variable, Fixed, and Rolling Cash Line' products and 'cash in your bank account within hours' — direct revenue-based financing originator for e-commerce, fits SMV."
intake-round12-cbd3af5ce1ae,genuine_correct,allocator,SMV,True,keep_promotion_eligible,Self-describes as 'growth equity firm' for lower middle market scaling 'that critical moment in your growth journey' — fits SMV.
intake-round12-ef464c1db79b,genuine_correct,allocator,SMV,True,keep_promotion_eligible,'A private equity firm investing in B2B software' that is 'Founder Focused' — founder-led B2B software PE fits SMV/growth-equity bucket.
intake-round12-21ddc5cff0ca,genuine_correct,allocator,LMV,True,keep_promotion_eligible,"'We write checks of up to $250K as the first or one of the first investors' — Mac Conwell solo-GP pre-seed micro fund, LMV."
intake-round12-20986d5b81af,genuine_correct,allocator,LMV,True,keep_promotion_eligible,"'Ganas Fund I invests $100K into pre-seed and seed community-driven startups' — Lolita Taub solo-GP nano fund, LMV."
intake-round12-0fae7a786bae,genuine_correct,allocator,LMV,True,keep_promotion_eligible,'We invest $200k-$2M in seed-stage startups' — small seed fund fits LMV bucket (solo-GP framing softer but check size + stage fit).
intake-round12-5d766708bc6a,genuine_correct,allocator,LMV,True,keep_promotion_eligible,'Concentrated investments in early-stage companies' led by Josh Buckley — concentrated early-stage fund fits LMV though '$1B+ assets' is larger than typical micro.
intake-round12-64c63b5662b3,genuine_correct,allocator,LMV,True,keep_promotion_eligible,"'Pre-seed companies where they are raising their first institutional round' at '$250k-$2MM as an initial check size' — Samara Hernandez first-check pre-seed fund, LMV."
intake-round12-4cfa0878029d,junk_not_allocator,accelerator_no_capital,none,False,confirmed_junk,"'Small, project-based grants... $10K in funding' equity-free — nonprofit grant/accelerator program, not deploying capital as an investor via equity/debt/RBF/acquisition."
intake-round12-bb79fd24f863,unverifiable,other,none,False,keep_flag_unverifiable,Homepage is JS-only/thin — only the title 'Da Vinci Fellowship' was retrievable and /about returned 404; cannot verify allocator status or fellowship structure.
intake-round12-1a4a0e670857,genuine_correct,allocator,Search/ETA,True,keep_promotion_eligible,"'Our sole purpose is to acquire and operate a single, great business to preserve and grow its legacy' — classic self-funded search/ETA model with committed partner capital."
intake-round12-8a2e3f2e05ff,unverifiable,other,none,False,keep_flag_unverifiable,Homepage returned no readable content on multiple fetches (JS-only/thin); cannot judge whether they back search funds or what their model is.
intake-round12-8f707dab5f85,genuine_correct,allocator,Search/ETA,True,keep_promotion_eligible,'We are a leading Search Fund investor. We partner with you and create long term value together' — direct search fund investor that acquires and operates companies.
intake-round12-0dec6c4ce768,genuine_correct,allocator,Portfolio Capital,True,keep_promotion_eligible,"Has 'a number of independent business units' acquiring/holding VMS niches ('pharmacies, banks, car workshops, real estate, healthcare and education') — textbook VMS serial acquirer/holdco."
intake-round12-e33a5c0ed4a2,genuine_correct,allocator,Portfolio Capital,True,keep_promotion_eligible,"'We co-invest with corporate partners, sharing the risk with you and founders alike' — corporate venture studio that actually deploys capital alongside building, fits Portfolio Capital studio bucket."
intake-round12-e463cefe73c8,unverifiable,consultancy_or_advisor,none,False,keep_flag_unverifiable,"'We co-create startups...venture builder that creates venture studios and advantaged startups' — venture builder language, but homepage/about give no evidence of capital deployment or equity stakes; reads more like a builder-for-corporates."
intake-round12-90955d789684,unverifiable,consultancy_or_advisor,none,False,keep_flag_unverifiable,"'I partner with entrepreneurs and co-founders to validate business ideas...build capital-efficient B2B SaaS companies' — solo operator-advisor framing, 'not just capital' hint but no explicit fund/check/equity; cannot confirm it deploys cap"
intake-round12-1f31a2375e3b,genuine_misclassified,allocator,LMV,False,keep_flag_classification,"Self-describes as 'Climate Tech Venture Studio' — 'if you succeed, we become your first investor'; a first-check venture studio with cohort/program fits LMV (solo/micro/indie/accelerator) better than Portfolio Capital (holdcos/serial acquir"
intake-round12-8247c5248fbd,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,"A 'public shareholding company' that 'invests in strategic sectors such as energy ... infrastructure, digital economy' and transfers funds to the state treasury — a national sovereign investment vehicle."
intake-round12-3cbdf8567d2c,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,Self-identifies as 'Dutch Entrepreneurial Development Bank' and 'We invest in over 85 countries' via equity and debt — a textbook DFI under Sovereign Capital.
intake-round12-0b938629c5a4,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,"'SIMEST is the Cassa Depositi e Prestiti Group company that has been supporting the international growth of Italian companies' — state-backed DFI providing soft loans, equity, and venture capital."
intake-web-9e70aad53654,unverifiable,other,none,False,keep_flag_unverifiable,"Both the specific URL (/private-equity-hvac-roll-ups) and main domain returned empty/JS-only content via WebFetch; cannot read self-description, so cannot confirm whether it allocates capital or is purely an advisory — defaulting to unverif"
intake-round13-afc2821f53ab,genuine_correct,allocator,Patient Capital,True,keep_promotion_eligible,'An industrial holding company focused on acquiring middle-market businesses' using 'permanent balance sheet capital' with a 'long-term hold period' — permanent-capital industrial holdco fits Patient Capital.
intake-round13-d2db848e262a,genuine_correct,allocator,Patient Capital,True,keep_promotion_eligible,"'a lending and investment fund for co-ops of all types and sizes' that is 'cooperatively owned and managed by the co-ops that borrow from and invest in us' — mission-driven, member-owned long-hold capital fits Patient Capital."
intake-round13-9e0ef4f1377c,genuine_correct,allocator,Patient Capital,True,keep_promotion_eligible,"'A socially responsible lending organization and investment option' 'Supporting Co-ops since 1975' — long-horizon, mission-driven cooperative lender fits Patient Capital."
intake-round13-2f26cf5e3e6f,genuine_correct,allocator,Patient Capital,True,keep_promotion_eligible,Describes itself as 'the Nation's first democratically governed investment fund' with '$2.2MM and counting in BIPoC-owned small businesses and cooperatives' — mission-driven community patient capital.
intake-round13-d7eb1a475e8c,genuine_correct,allocator,Patient Capital,True,keep_promotion_eligible,"Self-describes as 'an open-ended fund, with a strong and solid base of capital under management from a selected number of respected individuals and families' and a 'mid to long term investor' — evergreen family-backed = Patient Capital."
intake-round13-f2e29f588718,genuine_correct,allocator,Patient Capital,True,keep_promotion_eligible,Homepage states 'Our capital is permanent so we are not constrained by a predetermined investment horizon' — textbook permanent/patient capital.
intake-round13-5d582345046f,genuine_correct,allocator,Patient Capital,True,keep_promotion_eligible,Explicitly uses 'Patient Capital' framing — 'Wij kiezen voor de lange termijn om zo het potentieel volledig te benutten' — long-term minority equity in Dutch SMEs.
intake-round13-78e206360c2d,genuine_misclassified,allocator,none,False,keep_flag_classification,"Self-describes as 'Growth Equity for Entrepreneur-Led Technology Companies' partnering with WP Engine, OutSystems etc. — classic growth-stage tech equity, not revenue-based / non-dilutive SMV; looks like UVC-adjacent growth equity."
intake-round13-d9c658b276c2,genuine_misclassified,allocator,Portfolio Capital,False,keep_flag_classification,"Self-describes as 'Specializing in lower middle-market private equity' across healthcare/education/tech-enabled services — classic LMM PE buyout/control style, not non-dilutive SMV; closer to Portfolio Capital."
intake-round13-502264f56d06,genuine_correct,allocator,LMV,True,keep_promotion_eligible,Self-describes as writing 'Up to $150k angel checks in exceptional operators' from a $10M first-close fund with a 60+ Operator Network — solo-GP / micro operator-investor = LMV.
intake-round13-c08c88ccf3d8,junk_not_allocator,accelerator_no_capital,none,False,confirmed_junk,"Describes itself as 'the first fellowship for entrepreneurial scientists' providing 'mindsets, skills, networks, and support' — equity-free fellowship; the '$5.5B follow-on funding raised by Fellows' is third-party capital, not deployed by "
intake-round13-73f15533777a,genuine_correct,allocator,LMV,True,keep_promotion_eligible,"Homepage describes 'Fellowship Programs' with 'Follow-on Funding Cycle, Including First-Ever Sustainability and Scale Grants'; fellowship page confirms $100K stipends (grants for nonprofits, recoverable grants for for-profits)."
intake-round13-26c64bebb689,genuine_correct,allocator,LMV,True,keep_promotion_eligible,Homepage offers 'a set of Prizes to fund bold ideas and companies led by underrepresented entrepreneurs'; FAQ says 'All awards will be given in exchange for a simple agreement for future equity (SAFE) instrument' — deploys capital via prize
intake-round13-6f45055147c8,genuine_correct,allocator,LMV,True,keep_promotion_eligible,"Homepage states the foundation provides 'grants, low-interest loans, education and community' to women entrepreneurs, plus a Fellows Program — deploys its own capital via grants/loans, fits LMV fellowship bucket."
intake-round13-c05d5834bf2c,junk_not_allocator,network_or_membership,none,False,confirmed_junk,"Homepage describes 'a vibrant community in the heart of San Francisco designed for builders and doers to connect, grow, and thrive' — coworking/networking community offering 'Networking', 'Community', 'Access' with no evidence of capital de"
intake-round13-bb6d675b0e58,genuine_correct,allocator,LMV,True,keep_promotion_eligible,"Homepage explicitly describes 'equity-free business startup funding' and notes they have 'awarded millions to audacious startups' — clear equity-free grant allocator, fits LMV bucket."
intake-round13-933f50eb0016,genuine_correct,allocator,Search/ETA,True,keep_promotion_eligible,Site states they deploy 'capital from the Founders and their close friends and family' to 'make minority investments in partnership with CEOs pursuing Entrepreneurship Through Acquisition' — explicit ETA allocator with 123 minority investme
intake-round13-cd60fb49dd05,genuine_misclassified,allocator,Patient Capital,False,keep_flag_classification,Homepage tagline is 'Permanent Equity for Permanent Businesses' and they describe themselves as 'a holding company that acquires small businesses... Backed by a group of strategic family investors... long-term stewardship' — this is Patient
intake-round13-0cffb5b105af,genuine_misclassified,allocator,Portfolio Capital,False,keep_flag_classification,"Homepage describes 'value-added investors in unique US-based manufacturing, industrial and business services companies' deploying 'flexible capital to make control investments' with '$700M+ capital' — this is operator-led control PE/portfol"
intake-round13-4d3d0a9375c6,genuine_correct,allocator,Search/ETA,True,keep_promotion_eligible,"Self-describes as 'a founder-friendly family office providing liquidity, growth capital and succession for middle-market companies' and 'invest[s] our own funds, co-invest[s] with other family offices'."
intake-round13-21b3e003acd0,genuine_correct,allocator,Search/ETA,True,keep_promotion_eligible,"Equity acquirer in distribution-trades offering 'a reliable succession plan that allows you to take chips off the table and share in the future upside', partnering with owners to build a network."
intake-round13-a58a44ed9bf0,unverifiable,other,none,False,keep_flag_unverifiable,Homepage and /about both return empty content (JS-only or blank); no readable self-description to verify allocator status.
intake-round13-28eb2e36b446,genuine_correct,allocator,Portfolio Capital,True,keep_promotion_eligible,"Vertical B2B software holdco actively deploying capital (acquisitions of Royal 4, AppsAnywhere, DQ Technologies, pearldive); uses 'wide scope of operational expertise and financial resources' to grow founder-run businesses."
intake-round13-56c8e81f3d02,genuine_correct,allocator,Portfolio Capital,True,keep_promotion_eligible,Nordic niche software permanent-capital holdco: 'Vi ar majoritetsagare och kan aga vara bolag sa lange vi vill. Vi har inga tidsbegransade fonder' (majority owners with no time-limited funds).
intake-round13-cd0eeeb72707,genuine_correct,allocator,Portfolio Capital,True,keep_promotion_eligible,"Self-describes as 'a buy-and-hold acquirer of software businesses' that 'do not sell our companies after acquisition, as we hold businesses permanently'."
intake-round13-7d46b2410dc0,genuine_correct,allocator,Portfolio Capital,True,keep_promotion_eligible,"Digital holdco that 'power[s] a global portfolio of companies' (Animoto, Delivra, Duplex, Leadpages, Paved, Shift) with shared finance/HR/marketing services."
intake-round13-a7dab3a19470,genuine_correct,allocator,Portfolio Capital,True,keep_promotion_eligible,Self-describes as 'an actively owned and strategically led family of construction and industrial services companies' with 'an indefinite investment horizon' and intent not to sell group companies.
intake-round13-728a2eec05ef,genuine_correct,allocator,Portfolio Capital,True,keep_promotion_eligible,Homepage: 'We build and invest in transformative companies' — venture studio/builder-investor fits Portfolio Capital.
intake-round13-eb71c40a19ef,genuine_correct,allocator,Portfolio Capital,True,keep_promotion_eligible,"Homepage: 'We've built, invested in and accelerated hundreds of ventures, globally' with '$5b+ Equity value' created — corporate venture builder."
intake-round13-64a673df63c4,genuine_correct,allocator,Portfolio Capital,True,keep_promotion_eligible,Homepage: 'Our unique model blends the creative agility of a venture studio with the strategic rigor of a VC fund' — venture studio/company builder for LatAm.
intake-round13-a1a51c594df3,genuine_correct,allocator,Portfolio Capital,True,keep_promotion_eligible,"Homepage: 'We build companies that redefine systems in the field of healthtech, insurtech, and beyond' — venture builder with 25+ portfolio startups."
intake-round13-c3b8696cb4a0,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,Homepage: 'Dutch entrepreneurial development bank' that 'invest[s] in over 85 countries' — classic DFI = Sovereign Capital.
intake-round13-4219818479a6,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,Homepage: 'Investinor AS er et investeringsselskap' with '81 Investeringer i porteføljeselskaper og -fond' — state-owned investment company fits Sovereign Capital.
intake-round13-85e8c8e417e6,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,"Homepage: 'Danmarks nationale erhvervsfremmende bank' providing 'kredit, egenkapitalfinanciering og finansiering' — state-owned promotional bank = Sovereign Capital."
intake-round13-471300b242aa,genuine_correct,allocator,Sovereign Capital,True,keep_promotion_eligible,Homepage: 'kehitysrahoittaja ja vaikuttavuussijoittaja' (development financier and impact investor) with €857M deployed — DFI = Sovereign Capital.
