entity_id,entity_name,primary_asset_class,entity_type,website,fit_score,entity_evidence_status,claim_id,claim_type,claim,claim_evidence_status,claim_confidence,source_url,source_quality,source_tier,source_text_snippet,paper_ready
banner-ridge-partners,Banner Ridge Partners,Patient Capital,private equity secondaries / fund-of-funds (LP stake buyer),https://www.bannerridge.com/,62,candidate_evidence,claim-banner-ridge-partners-intake-005,intake_patient-capital_bucket_signal,Banner Ridge Partners has source-backed Patient Capital bucket evidence: source text contains 'trust'.,candidate_evidence,65,https://www.bannerridge.com/,primary,public_web,,0
banner-ridge-partners,Banner Ridge Partners,Patient Capital,private equity secondaries / fund-of-funds (LP stake buyer),https://www.bannerridge.com/,62,candidate_evidence,claim-banner-ridge-partners-intake-006,intake_patient-capital_bucket_signal,Banner Ridge Partners has source-backed Patient Capital bucket evidence: source text contains 'family office'.,candidate_evidence,65,https://www.bannerridge.com/,primary,public_web,,0
bay-grove,Bay Grove,Patient Capital,owner-operator permanent holdco,https://www.bay-grove.com/,62,candidate_evidence,claim-bay-grove-intake-001,intake_patient-capital_bucket_signal,Bay Grove has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,candidate_evidence,65,https://www.bay-grove.com/,primary,public_web,,0
bay-grove,Bay Grove,Patient Capital,owner-operator permanent holdco,https://www.bay-grove.com/,62,candidate_evidence,claim-bay-grove-intake-002,intake_patient-capital_bucket_signal,Bay Grove has source-backed Patient Capital bucket evidence: source text contains 'long term'.,candidate_evidence,65,https://www.bay-grove.com/,primary,public_web,,0
better-society-capital,Better Society Capital,Patient Capital,social impact investor,https://bettersocietycapital.com,62,candidate_evidence,claim-better-society-capital-intake-001,intake_patient-capital_bucket_signal,Better Society Capital has source-backed Patient Capital bucket evidence: source text contains 'purpose'.,candidate_evidence,65,https://bettersocietycapital.com,primary,public_web,,0
better-society-capital,Better Society Capital,Patient Capital,social impact investor,https://bettersocietycapital.com,62,candidate_evidence,claim-better-society-capital-intake-002,intake_patient-capital_bucket_signal,Better Society Capital has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,candidate_evidence,65,https://bettersocietycapital.com,primary,public_web,,0
better-society-capital,Better Society Capital,Patient Capital,social impact investor,https://bettersocietycapital.com,62,candidate_evidence,claim-better-society-capital-intake-003,intake_patient-capital_bucket_signal,Better Society Capital has source-backed Patient Capital bucket evidence: source text contains 'trust'.,candidate_evidence,65,https://bettersocietycapital.com,primary,public_web,,0
better-society-capital,Better Society Capital,Patient Capital,social impact investor,https://bettersocietycapital.com,62,candidate_evidence,claim-better-society-capital-intake-004,intake_patient-capital_bucket_signal,Better Society Capital has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://bettersocietycapital.com,primary,public_web,,0
better-society-capital,Better Society Capital,Patient Capital,social impact investor,https://bettersocietycapital.com,62,candidate_evidence,claim-better-society-capital-intake-005,intake_patient-capital_bucket_signal,Better Society Capital has source-backed Patient Capital bucket evidence: source text contains 'social impact'.,candidate_evidence,65,https://bettersocietycapital.com,primary,public_web,,0
black-farmer-fund,Black Farmer Fund,Patient Capital,Community-governed integrated capital fund for Black food systems,https://blackfarmerfund.org/,62,candidate_evidence,claim-black-farmer-fund-intake-001,intake_patient-capital_bucket_signal,Black Farmer Fund has source-backed Patient Capital bucket evidence: source text contains 'steward'.,candidate_evidence,65,https://blackfarmerfund.org/,primary,public_web,,0
black-farmer-fund,Black Farmer Fund,Patient Capital,Community-governed integrated capital fund for Black food systems,https://blackfarmerfund.org/,62,candidate_evidence,claim-black-farmer-fund-intake-002,intake_patient-capital_bucket_signal,Black Farmer Fund has source-backed Patient Capital bucket evidence: source text contains 'mission'.,candidate_evidence,65,https://blackfarmerfund.org/,primary,public_web,,0
black-farmer-fund,Black Farmer Fund,Patient Capital,Community-governed integrated capital fund for Black food systems,https://blackfarmerfund.org/,62,candidate_evidence,claim-black-farmer-fund-intake-003,intake_patient-capital_bucket_signal,Black Farmer Fund has source-backed Patient Capital bucket evidence: source text contains 'legacy'.,candidate_evidence,65,https://blackfarmerfund.org/,primary,public_web,,0
black-farmer-fund,Black Farmer Fund,Patient Capital,Community-governed integrated capital fund for Black food systems,https://blackfarmerfund.org/,62,candidate_evidence,claim-black-farmer-fund-intake-004,intake_patient-capital_bucket_signal,Black Farmer Fund has source-backed Patient Capital bucket evidence: source text contains 'generations'.,candidate_evidence,65,https://blackfarmerfund.org/,primary,public_web,,0
black-farmer-fund,Black Farmer Fund,Patient Capital,Community-governed integrated capital fund for Black food systems,https://blackfarmerfund.org/,62,candidate_evidence,claim-black-farmer-fund-intake-005,intake_patient-capital_bucket_signal,Black Farmer Fund has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://blackfarmerfund.org/,primary,public_web,,0
bluefront-equity,Bluefront Equity,Patient Capital,sustainable seafood / aquaculture private equity fund,https://bluefrontequity.com,62,candidate_evidence,claim-bluefront-equity-intake-001,intake_portfolio-capital_bucket_signal,Bluefront Equity has source-backed Portfolio Capital bucket evidence: source text contains 'portfolio companies'.,candidate_evidence,65,https://bluefrontequity.com,primary,public_web,,0
bluefront-equity,Bluefront Equity,Patient Capital,sustainable seafood / aquaculture private equity fund,https://bluefrontequity.com,62,candidate_evidence,claim-bluefront-equity-intake-002,intake_portfolio-capital_bucket_signal,Bluefront Equity has source-backed Portfolio Capital bucket evidence: source text contains 'consolidation'.,candidate_evidence,65,https://bluefrontequity.com,primary,public_web,,0
braccia-capital,Braccia Capital,Patient Capital,patient capital provider / evergreen fund / holding company,https://bracciacapital.com,62,candidate_evidence,claim-braccia-capital-intake-001,intake_patient-capital_bucket_signal,Braccia Capital has source-backed Patient Capital bucket evidence: source text contains 'generational'.,candidate_evidence,65,https://bracciacapital.com,unknown,public_web,,0
braccia-capital,Braccia Capital,Patient Capital,patient capital provider / evergreen fund / holding company,https://bracciacapital.com,62,candidate_evidence,claim-braccia-capital-intake-002,intake_patient-capital_bucket_signal,Braccia Capital has source-backed Patient Capital bucket evidence: source text contains 'multi-generational'.,candidate_evidence,65,https://bracciacapital.com,unknown,public_web,,0
braccia-capital,Braccia Capital,Patient Capital,patient capital provider / evergreen fund / holding company,https://bracciacapital.com,62,candidate_evidence,claim-braccia-capital-intake-003,intake_patient-capital_bucket_signal,Braccia Capital has source-backed Patient Capital bucket evidence: source text contains 'family office'.,candidate_evidence,65,https://bracciacapital.com,unknown,public_web,,0
bridges-fund-management,Bridges Fund Management,Patient Capital,impact fund manager,https://www.bridgesfundmanagement.com/,62,candidate_evidence,claim-bridges-fund-management-intake-001,intake_sovereign-capital_bucket_signal,Bridges Fund Management has source-backed Sovereign Capital bucket evidence: source text contains 'impact investing'.,candidate_evidence,65,https://www.bridgesfundmanagement.com/,primary,public_web,,0
bridges-fund-management,Bridges Fund Management,Patient Capital,impact fund manager,https://www.bridgesfundmanagement.com/,62,candidate_evidence,claim-bridges-fund-management-intake-002,intake_sovereign-capital_bucket_signal,Bridges Fund Management has source-backed Sovereign Capital bucket evidence: source text contains 'clean energy'.,candidate_evidence,65,https://www.bridgesfundmanagement.com/,primary,public_web,,0
bridges-fund-management,Bridges Fund Management,Patient Capital,impact fund manager,https://www.bridgesfundmanagement.com/,62,candidate_evidence,claim-bridges-fund-management-intake-003,intake_sovereign-capital_bucket_signal,Bridges Fund Management has source-backed Sovereign Capital bucket evidence: source text contains 'clean energy transition'.,candidate_evidence,65,https://www.bridgesfundmanagement.com/,primary,public_web,,0
bridges-fund-management,Bridges Fund Management,Patient Capital,impact fund manager,https://www.bridgesfundmanagement.com/,62,candidate_evidence,claim-bridges-fund-management-intake-004,intake_sovereign-capital_bucket_signal,Bridges Fund Management has source-backed Sovereign Capital bucket evidence: source text contains 'climate transition'.,candidate_evidence,65,https://www.bridgesfundmanagement.com/,primary,public_web,,0
bridges-fund-management,Bridges Fund Management,Patient Capital,impact fund manager,https://www.bridgesfundmanagement.com/,62,candidate_evidence,claim-bridges-fund-management-intake-005,intake_sovereign-capital_bucket_signal,Bridges Fund Management has source-backed Sovereign Capital bucket evidence: source text contains 'energy transition'.,candidate_evidence,65,https://www.bridgesfundmanagement.com/,primary,public_web,,0
bridges-fund-management,Bridges Fund Management,Patient Capital,impact fund manager,https://www.bridgesfundmanagement.com/,62,candidate_evidence,claim-bridges-fund-management-intake-006,intake_sovereign-capital_bucket_signal,Bridges Fund Management has source-backed Sovereign Capital bucket evidence: source text contains 'decarbonisation'.,candidate_evidence,65,https://www.bridgesfundmanagement.com/,primary,public_web,,0
bridges-fund-management,Bridges Fund Management,Patient Capital,impact fund manager,https://www.bridgesfundmanagement.com/,62,candidate_evidence,claim-bridges-fund-management-intake-007,intake_sovereign-capital_bucket_signal,Bridges Fund Management has source-backed Sovereign Capital bucket evidence: source text contains 'climate tech'.,candidate_evidence,65,https://www.bridgesfundmanagement.com/,primary,public_web,,0
bridges-fund-management,Bridges Fund Management,Patient Capital,impact fund manager,https://www.bridgesfundmanagement.com/,62,candidate_evidence,claim-bridges-fund-management-intake-008,intake_sovereign-capital_bucket_signal,Bridges Fund Management has source-backed Sovereign Capital bucket evidence: source text contains 'climate technology'.,candidate_evidence,65,https://www.bridgesfundmanagement.com/,primary,public_web,,0
builders-vision,Builders Vision,Patient Capital,single-family office direct investor,https://www.buildersvision.com/,62,candidate_evidence,claim-builders-vision-intake-001,intake_patient-capital_bucket_signal,Builders Vision has source-backed Patient Capital bucket evidence: source text contains 'philanthropy'.,candidate_evidence,65,https://www.buildersvision.com/,primary,public_web,,0
builders-vision,Builders Vision,Patient Capital,single-family office direct investor,https://www.buildersvision.com/,62,candidate_evidence,claim-builders-vision-intake-002,intake_patient-capital_bucket_signal,Builders Vision has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://www.buildersvision.com/,primary,public_web,,0
builders-vision,Builders Vision,Patient Capital,single-family office direct investor,https://www.buildersvision.com/,62,candidate_evidence,claim-builders-vision-intake-003,intake_patient-capital_bucket_signal,Builders Vision has source-backed Patient Capital bucket evidence: source text contains 'impact capital'.,candidate_evidence,65,https://www.buildersvision.com/,primary,public_web,,0
cambridge-innovation-capital,Cambridge Innovation Capital,Patient Capital,university_affiliated_vc,https://www.cic.vc,62,candidate_evidence,claim-cambridge-innovation-capital-intake-001,intake_patient-capital_bucket_signal,Cambridge Innovation Capital has source-backed Patient Capital bucket evidence: source text contains 'long term'.,candidate_evidence,65,https://www.cic.vc,primary,public_web,,0
cambridge-innovation-capital,Cambridge Innovation Capital,Patient Capital,university_affiliated_vc,https://www.cic.vc,62,candidate_evidence,claim-cambridge-innovation-capital-intake-002,intake_patient-capital_bucket_signal,Cambridge Innovation Capital has source-backed Patient Capital bucket evidence: source text contains 'purpose'.,candidate_evidence,65,https://www.cic.vc,primary,public_web,,0
cambridge-innovation-capital,Cambridge Innovation Capital,Patient Capital,university_affiliated_vc,https://www.cic.vc,62,candidate_evidence,claim-cambridge-innovation-capital-intake-003,intake_patient-capital_bucket_signal,Cambridge Innovation Capital has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://www.cic.vc,primary,public_web,,0
canadian-co-operative-investment-fund,Canadian Co-operative Investment Fund,Patient Capital,cooperative investment fund,https://ccif.coop/,62,candidate_evidence,claim-canadian-co-operative-investment-fund-intake-001,intake_patient-capital_bucket_signal,Canadian Co-operative Investment Fund has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,candidate_evidence,65,https://ccif.coop/,primary,public_web,,0
canadian-co-operative-investment-fund,Canadian Co-operative Investment Fund,Patient Capital,cooperative investment fund,https://ccif.coop/,62,candidate_evidence,claim-canadian-co-operative-investment-fund-intake-002,intake_patient-capital_bucket_signal,Canadian Co-operative Investment Fund has source-backed Patient Capital bucket evidence: source text contains 'long term'.,candidate_evidence,65,https://ccif.coop/,primary,public_web,,0
canadian-co-operative-investment-fund,Canadian Co-operative Investment Fund,Patient Capital,cooperative investment fund,https://ccif.coop/,62,candidate_evidence,claim-canadian-co-operative-investment-fund-intake-003,intake_patient-capital_bucket_signal,Canadian Co-operative Investment Fund has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,candidate_evidence,65,https://ccif.coop/,primary,public_web,,0
canadian-co-operative-investment-fund,Canadian Co-operative Investment Fund,Patient Capital,cooperative investment fund,https://ccif.coop/,62,candidate_evidence,claim-canadian-co-operative-investment-fund-intake-004,intake_patient-capital_bucket_signal,Canadian Co-operative Investment Fund has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://ccif.coop/,primary,public_web,,0
capital-impact-partners,Capital Impact Partners,Patient Capital,CDFI flexible-capital lender,https://www.capitalimpact.org/,62,candidate_evidence,claim-capital-impact-partners-intake-001,intake_patient-capital_bucket_signal,Capital Impact Partners has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,candidate_evidence,65,https://www.capitalimpact.org/,primary,public_web,,0
capital-impact-partners,Capital Impact Partners,Patient Capital,CDFI flexible-capital lender,https://www.capitalimpact.org/,62,candidate_evidence,claim-capital-impact-partners-intake-002,intake_patient-capital_bucket_signal,Capital Impact Partners has source-backed Patient Capital bucket evidence: source text contains 'mission'.,candidate_evidence,65,https://www.capitalimpact.org/,primary,public_web,,0
capital-impact-partners,Capital Impact Partners,Patient Capital,CDFI flexible-capital lender,https://www.capitalimpact.org/,62,candidate_evidence,claim-capital-impact-partners-intake-003,intake_patient-capital_bucket_signal,Capital Impact Partners has source-backed Patient Capital bucket evidence: source text contains 'mission-driven'.,candidate_evidence,65,https://www.capitalimpact.org/,primary,public_web,,0
capital-impact-partners,Capital Impact Partners,Patient Capital,CDFI flexible-capital lender,https://www.capitalimpact.org/,62,candidate_evidence,claim-capital-impact-partners-intake-004,intake_patient-capital_bucket_signal,Capital Impact Partners has source-backed Patient Capital bucket evidence: source text contains 'purpose'.,candidate_evidence,65,https://www.capitalimpact.org/,primary,public_web,,0
capital-impact-partners,Capital Impact Partners,Patient Capital,CDFI flexible-capital lender,https://www.capitalimpact.org/,62,candidate_evidence,claim-capital-impact-partners-intake-005,intake_patient-capital_bucket_signal,Capital Impact Partners has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://www.capitalimpact.org/,primary,public_web,,0
capital-impact-partners,Capital Impact Partners,Patient Capital,CDFI flexible-capital lender,https://www.capitalimpact.org/,62,candidate_evidence,claim-capital-impact-partners-intake-006,intake_patient-capital_bucket_signal,Capital Impact Partners has source-backed Patient Capital bucket evidence: source text contains 'impact investing'.,candidate_evidence,65,https://www.capitalimpact.org/,primary,public_web,,0
capital-impact-partners,Capital Impact Partners,Patient Capital,CDFI flexible-capital lender,https://www.capitalimpact.org/,62,candidate_evidence,claim-capital-impact-partners-intake-007,intake_patient-capital_bucket_signal,Capital Impact Partners has source-backed Patient Capital bucket evidence: source text contains 'social impact'.,candidate_evidence,65,https://www.capitalimpact.org/,primary,public_web,,0
capital-impact-partners,Capital Impact Partners,Patient Capital,CDFI flexible-capital lender,https://www.capitalimpact.org/,62,candidate_evidence,claim-capital-impact-partners-intake-008,intake_patient-capital_bucket_signal,Capital Impact Partners has source-backed Patient Capital bucket evidence: source text contains 'long-term success'.,candidate_evidence,65,https://www.capitalimpact.org/,primary,public_web,,0
capitalworks,Capitalworks,Patient Capital,Sub-Saharan PE alternative asset manager,https://www.capitalworksip.com/,62,candidate_evidence,claim-capitalworks-intake-001,intake_patient-capital_bucket_signal,Capitalworks has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,candidate_evidence,65,https://www.capitalworksip.com/,primary,public_web,,0
capitalworks,Capitalworks,Patient Capital,Sub-Saharan PE alternative asset manager,https://www.capitalworksip.com/,62,candidate_evidence,claim-capitalworks-intake-002,intake_patient-capital_bucket_signal,Capitalworks has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,candidate_evidence,65,https://www.capitalworksip.com/,primary,public_web,,0
capitalworks,Capitalworks,Patient Capital,Sub-Saharan PE alternative asset manager,https://www.capitalworksip.com/,62,candidate_evidence,claim-capitalworks-intake-003,intake_patient-capital_bucket_signal,Capitalworks has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://www.capitalworksip.com/,primary,public_web,,0
capitalworks,Capitalworks,Patient Capital,Sub-Saharan PE alternative asset manager,https://www.capitalworksip.com/,62,candidate_evidence,claim-capitalworks-intake-004,intake_patient-capital_bucket_signal,Capitalworks has source-backed Patient Capital bucket evidence: source text contains 'long-term success'.,candidate_evidence,65,https://www.capitalworksip.com/,primary,public_web,,0
capricorn-investment-group,Capricorn Investment Group,Patient Capital,mission-aligned multi-family office,https://www.capricornllc.com/,62,candidate_evidence,claim-capricorn-investment-group-intake-001,intake_sovereign-capital_bucket_signal,Capricorn Investment Group has source-backed Sovereign Capital bucket evidence: source text contains 'impact investing'.,candidate_evidence,65,https://www.capricornllc.com/,primary,public_web,,0
capricorn-investment-group,Capricorn Investment Group,Patient Capital,mission-aligned multi-family office,https://www.capricornllc.com/,62,candidate_evidence,claim-capricorn-investment-group-intake-002,intake_sovereign-capital_bucket_signal,Capricorn Investment Group has source-backed Sovereign Capital bucket evidence: source text contains 'social impact'.,candidate_evidence,65,https://www.capricornllc.com/,primary,public_web,,0
carlson-private-capital-partners,Carlson Private Capital Partners,Patient Capital,family direct investing firm,https://www.carlsonprivatecapital.com/,62,candidate_evidence,claim-carlson-private-capital-partners-intake-001,intake_patient-capital_bucket_signal,Carlson Private Capital Partners has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,candidate_evidence,65,https://www.carlsonprivatecapital.com/,unknown,public_web,,0
carlson-private-capital-partners,Carlson Private Capital Partners,Patient Capital,family direct investing firm,https://www.carlsonprivatecapital.com/,62,candidate_evidence,claim-carlson-private-capital-partners-intake-002,intake_patient-capital_bucket_signal,Carlson Private Capital Partners has source-backed Patient Capital bucket evidence: source text contains 'long term'.,candidate_evidence,65,https://www.carlsonprivatecapital.com/,unknown,public_web,,0
carlson-private-capital-partners,Carlson Private Capital Partners,Patient Capital,family direct investing firm,https://www.carlsonprivatecapital.com/,62,candidate_evidence,claim-carlson-private-capital-partners-intake-003,intake_patient-capital_bucket_signal,Carlson Private Capital Partners has source-backed Patient Capital bucket evidence: source text contains 'mission'.,candidate_evidence,65,https://www.carlsonprivatecapital.com/,unknown,public_web,,0
carlson-private-capital-partners,Carlson Private Capital Partners,Patient Capital,family direct investing firm,https://www.carlsonprivatecapital.com/,62,candidate_evidence,claim-carlson-private-capital-partners-intake-004,intake_patient-capital_bucket_signal,Carlson Private Capital Partners has source-backed Patient Capital bucket evidence: source text contains 'legacy'.,candidate_evidence,65,https://www.carlsonprivatecapital.com/,unknown,public_web,,0
carlson-private-capital-partners,Carlson Private Capital Partners,Patient Capital,family direct investing firm,https://www.carlsonprivatecapital.com/,62,candidate_evidence,claim-carlson-private-capital-partners-intake-005,intake_patient-capital_bucket_signal,Carlson Private Capital Partners has source-backed Patient Capital bucket evidence: source text contains 'generational'.,candidate_evidence,65,https://www.carlsonprivatecapital.com/,unknown,public_web,,0
carlson-private-capital-partners,Carlson Private Capital Partners,Patient Capital,family direct investing firm,https://www.carlsonprivatecapital.com/,62,candidate_evidence,claim-carlson-private-capital-partners-intake-006,intake_patient-capital_bucket_signal,Carlson Private Capital Partners has source-backed Patient Capital bucket evidence: source text contains 'multi-generational'.,candidate_evidence,65,https://www.carlsonprivatecapital.com/,unknown,public_web,,0
carlson-private-capital-partners,Carlson Private Capital Partners,Patient Capital,family direct investing firm,https://www.carlsonprivatecapital.com/,62,candidate_evidence,claim-carlson-private-capital-partners-intake-007,intake_patient-capital_bucket_signal,Carlson Private Capital Partners has source-backed Patient Capital bucket evidence: source text contains 'family business'.,candidate_evidence,65,https://www.carlsonprivatecapital.com/,unknown,public_web,,0
carlson-private-capital-partners,Carlson Private Capital Partners,Patient Capital,family direct investing firm,https://www.carlsonprivatecapital.com/,62,candidate_evidence,claim-carlson-private-capital-partners-intake-008,intake_patient-capital_bucket_signal,Carlson Private Capital Partners has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://www.carlsonprivatecapital.com/,unknown,public_web,,0
catalytic-futures-fund,Catalytic Futures Fund,Patient Capital,recoverable-grant catalytic fund,https://g4gc.org/catalytic-futures-fund,62,candidate_evidence,claim-catalytic-futures-fund-intake-001,intake_patient-capital_bucket_signal,Catalytic Futures Fund has source-backed Patient Capital bucket evidence: source text contains 'mission'.,candidate_evidence,65,https://g4gc.org/catalytic-futures-fund,primary,public_web,,0
catalytic-futures-fund,Catalytic Futures Fund,Patient Capital,recoverable-grant catalytic fund,https://g4gc.org/catalytic-futures-fund,62,candidate_evidence,claim-catalytic-futures-fund-intake-002,intake_patient-capital_bucket_signal,Catalytic Futures Fund has source-backed Patient Capital bucket evidence: source text contains 'mission-aligned'.,candidate_evidence,65,https://g4gc.org/catalytic-futures-fund,primary,public_web,,0
catalytic-futures-fund,Catalytic Futures Fund,Patient Capital,recoverable-grant catalytic fund,https://g4gc.org/catalytic-futures-fund,62,candidate_evidence,claim-catalytic-futures-fund-intake-003,intake_patient-capital_bucket_signal,Catalytic Futures Fund has source-backed Patient Capital bucket evidence: source text contains 'philanthropic'.,candidate_evidence,65,https://g4gc.org/catalytic-futures-fund,primary,public_web,,0
catalytic-futures-fund,Catalytic Futures Fund,Patient Capital,recoverable-grant catalytic fund,https://g4gc.org/catalytic-futures-fund,62,candidate_evidence,claim-catalytic-futures-fund-intake-004,intake_patient-capital_bucket_signal,Catalytic Futures Fund has source-backed Patient Capital bucket evidence: source text contains 'philanthropy'.,candidate_evidence,65,https://g4gc.org/catalytic-futures-fund,primary,public_web,,0
catalytic-futures-fund,Catalytic Futures Fund,Patient Capital,recoverable-grant catalytic fund,https://g4gc.org/catalytic-futures-fund,62,candidate_evidence,claim-catalytic-futures-fund-intake-005,intake_patient-capital_bucket_signal,Catalytic Futures Fund has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://g4gc.org/catalytic-futures-fund,primary,public_web,,0
cehta-capital,Cehta Capital,Patient Capital,circular_economy_fund,https://cehtacapital.com/,62,candidate_evidence,claim-cehta-capital-intake-001,intake_patient-capital_bucket_signal,Cehta Capital has source-backed Patient Capital bucket evidence: source text contains 'trust'.,candidate_evidence,65,https://cehtacapital.com/,primary,public_web,,0
cehta-capital,Cehta Capital,Patient Capital,circular_economy_fund,https://cehtacapital.com/,62,candidate_evidence,claim-cehta-capital-intake-002,intake_patient-capital_bucket_signal,Cehta Capital has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://cehtacapital.com/,primary,public_web,,0
cephas-partners,Cephas Partners,Patient Capital,faith-based alternative investment platform,https://www.cephaspartners.com/,62,candidate_evidence,claim-cephas-partners-intake-001,intake_patient-capital_bucket_signal,Cephas Partners has source-backed Patient Capital bucket evidence: source text contains 'trust'.,candidate_evidence,65,https://www.cephaspartners.com/,primary,public_web,,0
cephas-partners,Cephas Partners,Patient Capital,faith-based alternative investment platform,https://www.cephaspartners.com/,62,candidate_evidence,claim-cephas-partners-intake-002,intake_patient-capital_bucket_signal,Cephas Partners has source-backed Patient Capital bucket evidence: source text contains 'legacy'.,candidate_evidence,65,https://www.cephaspartners.com/,primary,public_web,,0
chryscapital,ChrysCapital,Patient Capital,India PE allocator,https://www.chryscapital.com/,62,candidate_evidence,claim-chryscapital-intake-001,intake_patient-capital_bucket_signal,ChrysCapital has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,candidate_evidence,65,https://www.chryscapital.com/,primary,public_web,,0
chryscapital,ChrysCapital,Patient Capital,India PE allocator,https://www.chryscapital.com/,62,candidate_evidence,claim-chryscapital-intake-002,intake_patient-capital_bucket_signal,ChrysCapital has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,candidate_evidence,65,https://www.chryscapital.com/,primary,public_web,,0
chryscapital,ChrysCapital,Patient Capital,India PE allocator,https://www.chryscapital.com/,62,candidate_evidence,claim-chryscapital-intake-003,intake_patient-capital_bucket_signal,ChrysCapital has source-backed Patient Capital bucket evidence: source text contains 'trust'.,candidate_evidence,65,https://www.chryscapital.com/,primary,public_web,,0
clear-frontier-ag-management,Clear Frontier Ag Management,Patient Capital,farmland_investment_manager,https://www.clearfrontierag.com,62,candidate_evidence,claim-clear-frontier-ag-management-intake-001,intake_patient-capital_bucket_signal,Clear Frontier Ag Management has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,candidate_evidence,65,https://www.clearfrontierag.com,primary,public_web,,0
clear-frontier-ag-management,Clear Frontier Ag Management,Patient Capital,farmland_investment_manager,https://www.clearfrontierag.com,62,candidate_evidence,claim-clear-frontier-ag-management-intake-002,intake_patient-capital_bucket_signal,Clear Frontier Ag Management has source-backed Patient Capital bucket evidence: source text contains 'steward'.,candidate_evidence,65,https://www.clearfrontierag.com,primary,public_web,,0
clear-frontier-ag-management,Clear Frontier Ag Management,Patient Capital,farmland_investment_manager,https://www.clearfrontierag.com,62,candidate_evidence,claim-clear-frontier-ag-management-intake-003,intake_patient-capital_bucket_signal,Clear Frontier Ag Management has source-backed Patient Capital bucket evidence: source text contains 'stewardship'.,candidate_evidence,65,https://www.clearfrontierag.com,primary,public_web,,0
clear-frontier-ag-management,Clear Frontier Ag Management,Patient Capital,farmland_investment_manager,https://www.clearfrontierag.com,62,candidate_evidence,claim-clear-frontier-ag-management-intake-004,intake_patient-capital_bucket_signal,Clear Frontier Ag Management has source-backed Patient Capital bucket evidence: source text contains 'mission'.,candidate_evidence,65,https://www.clearfrontierag.com,primary,public_web,,0
clear-frontier-ag-management,Clear Frontier Ag Management,Patient Capital,farmland_investment_manager,https://www.clearfrontierag.com,62,candidate_evidence,claim-clear-frontier-ag-management-intake-005,intake_patient-capital_bucket_signal,Clear Frontier Ag Management has source-backed Patient Capital bucket evidence: source text contains 'purpose'.,candidate_evidence,65,https://www.clearfrontierag.com,primary,public_web,,0
clear-frontier-ag-management,Clear Frontier Ag Management,Patient Capital,farmland_investment_manager,https://www.clearfrontierag.com,62,candidate_evidence,claim-clear-frontier-ag-management-intake-006,intake_patient-capital_bucket_signal,Clear Frontier Ag Management has source-backed Patient Capital bucket evidence: source text contains 'foundation'.,candidate_evidence,65,https://www.clearfrontierag.com,primary,public_web,,0
clear-frontier-ag-management,Clear Frontier Ag Management,Patient Capital,farmland_investment_manager,https://www.clearfrontierag.com,62,candidate_evidence,claim-clear-frontier-ag-management-intake-007,intake_patient-capital_bucket_signal,Clear Frontier Ag Management has source-backed Patient Capital bucket evidence: source text contains 'impact'.,candidate_evidence,65,https://www.clearfrontierag.com,primary,public_web,,0
clear-frontier-ag-management,Clear Frontier Ag Management,Patient Capital,farmland_investment_manager,https://www.clearfrontierag.com,62,candidate_evidence,claim-clear-frontier-ag-management-intake-008,intake_patient-capital_bucket_signal,Clear Frontier Ag Management has source-backed Patient Capital bucket evidence: source text contains 'social impact'.,candidate_evidence,65,https://www.clearfrontierag.com,primary,public_web,,0
climate-asset-management,Climate Asset Management,Patient Capital,natural-capital fund manager,https://climateassetmanagement.com,62,candidate_evidence,claim-climate-asset-management-intake-001,intake_patient-capital_bucket_signal,Climate Asset Management has source-backed Patient Capital bucket evidence: source text contains 'long-term'.,candidate_evidence,65,https://climateassetmanagement.com,primary,public_web,,0
climate-asset-management,Climate Asset Management,Patient Capital,natural-capital fund manager,https://climateassetmanagement.com,62,candidate_evidence,claim-climate-asset-management-intake-002,intake_patient-capital_bucket_signal,Climate Asset Management has source-backed Patient Capital bucket evidence: source text contains 'steward'.,candidate_evidence,65,https://climateassetmanagement.com,primary,public_web,,0
